District,Year,Taluka,Rural/Urban,Normal Weight,Moderate Acute Malnutrition,Severe Acute Malnutrition
Nashik,2014,Yewala,Rural,95.48,3.93,0.59
Nashik,2014,Yewala,Urban,90.58,8.03,1.39
Nashik,2014,Yewala,Total,95.41,3.99,0.6
Nashik,2015,Surgana,Rural,84.92,12.56,2.51
Nashik,2015,Surgana,Urban,,,
Nashik,2015,Surgana,Total,84.92,12.56,2.51
Nashik,2015,Kalwan,Rural,90.12,8.62,1.26
Nashik,2015,Kalwan,Urban,,,
Nashik,2015,Kalwan,Total,90.12,8.62,1.26
Nashik,2015,Devala,Rural,90.66,7.4,1.94
Nashik,2015,Devala,Urban,,,
Nashik,2015,Devala,Total,90.66,7.4,1.94
Nashik,2015,Baglan,Rural,95.64,3.61,0.75
Nashik,2015,Baglan,Urban,,,
Nashik,2015,Baglan,Total,95.64,3.61,0.75
Nashik,2015,Malegaon,Rural,93.22,5.41,1.37
Nashik,2015,Malegaon,Urban,67.22,30.97,1.8
Nashik,2015,Malegaon,Total,85.01,13.48,1.5
Nashik,2015,Nandgaon,Rural,95.78,3.77,0.45
Nashik,2015,Nandgaon,Urban,68.43,27.8,3.77
Nashik,2015,Nandgaon,Total,93.16,6.07,0.77
Nashik,2015,Chandwad,Rural,94.04,4.77,1.18
Nashik,2015,Chandwad,Urban,,,
Nashik,2015,Chandwad,Total,94.04,4.77,1.18
Nashik,2015,Dindori,Rural,91.38,7.11,1.51
Nashik,2015,Dindori,Urban,,,
Nashik,2015,Dindori,Total,91.38,7.11,1.51
Nashik,2015,Peth,Rural,83.45,13.69,2.86
Nashik,2015,Peth,Urban,,,
Nashik,2015,Peth,Total,83.45,13.69,2.86
Nashik,2015,Trimbak,Rural,77.99,16.76,5.25
Nashik,2015,Trimbak,Urban,79.35,14.13,6.52
Nashik,2015,Trimbak,Total,78,16.74,5.26
Nashik,2015,Nashik,Rural,91.65,6.97,1.38
Nashik,2015,Nashik,Urban,73.39,25.38,1.23
Nashik,2015,Nashik,Total,83.23,15.46,1.31
Nashik,2015,Igatpuri,Rural,85.99,11.02,2.99
Nashik,2015,Igatpuri,Urban,80.85,18.22,0.93
Nashik,2015,Igatpuri,Total,85.77,11.33,2.9
Nashik,2015,Sinner,Rural,94.42,4.94,0.65
Nashik,2015,Sinner,Urban,73.93,23.93,2.13
Nashik,2015,Sinner,Total,93.82,5.49,0.69
Nashik,2015,Nifad,Rural,94.17,4.76,1.07
Nashik,2015,Nifad,Urban,,,
Nashik,2015,Nifad,Total,94.17,4.76,1.07
Nashik,2015,Yewala,Rural,91.69,7.05,1.26
Nashik,2015,Yewala,Urban,86.3,13.01,0.68
Nashik,2015,Yewala,Total,91.61,7.14,1.26
Nashik,2016,Surgana,Rural,85.05,12.47,2.49
Nashik,2016,Surgana,Urban,,,
Nashik,2016,Surgana,Total,85.05,12.47,2.49
Nashik,2016,Kalwan,Rural,90.3,8.51,1.19
Nashik,2016,Kalwan,Urban,,,
Nashik,2016,Kalwan,Total,90.3,8.51,1.19
Nashik,2016,Devala,Rural,91.47,6.71,1.83
Nashik,2016,Devala,Urban,,,
Nashik,2016,Devala,Total,91.47,6.71,1.83
Nashik,2016,Baglan,Rural,95.6,3.49,0.91
Nashik,2016,Baglan,Urban,52.76,25.85,21.39
Nashik,2016,Baglan,Total,94.59,4.02,1.39
Nashik,2016,Malegaon,Rural,93.87,5.01,1.12
Nashik,2016,Malegaon,Urban,67.36,30.62,2.02
Nashik,2016,Malegaon,Total,85.31,13.28,1.41
Nashik,2016,Nandgaon,Rural,96.48,3.14,0.38
Nashik,2016,Nandgaon,Urban,76.94,19.76,3.3
Nashik,2016,Nandgaon,Total,94.15,5.12,0.73
Nashik,2016,Chandwad,Rural,93.85,5.03,1.12
Nashik,2016,Chandwad,Urban,,,
Nashik,2016,Chandwad,Total,93.85,5.03,1.12
Nashik,2016,Dindori,Rural,90.9,7.37,1.73
Nashik,2016,Dindori,Urban,,,
Nashik,2016,Dindori,Total,90.9,7.37,1.73
Nashik,2016,Peth,Rural,81.66,15.12,3.23
Nashik,2016,Peth,Urban,,,
Nashik,2016,Peth,Total,81.66,15.12,3.23
Nashik,2016,Trimbak,Rural,76.82,17.74,5.44
Nashik,2016,Trimbak,Urban,71.43,22.56,6.02
Nashik,2016,Trimbak,Total,76.78,17.77,5.45
Nashik,2016,Nashik,Rural,91.93,6.55,1.52
Nashik,2016,Nashik,Urban,81.73,16.67,1.59
Nashik,2016,Nashik,Total,87.32,11.13,1.55
Nashik,2016,Igatpuri,Rural,87.49,9.96,2.55
Nashik,2016,Igatpuri,Urban,83.85,15.58,0.57
Nashik,2016,Igatpuri,Total,87.35,10.19,2.47
Nashik,2016,Sinner,Rural,94.85,4.49,0.66
Nashik,2016,Sinner,Urban,82.36,15.9,1.74
Nashik,2016,Sinner,Total,94.4,4.9,0.7
Nashik,2016,Nifad,Rural,94.04,4.9,1.06
Nashik,2016,Nifad,Urban,,,
Nashik,2016,Nifad,Total,94.04,4.9,1.06
Nashik,2016,Yewala,Rural,92.08,6.65,1.27
Nashik,2016,Yewala,Urban,87.25,12.42,0.33
Nashik,2016,Yewala,Total,92.01,6.74,1.25
Nashik,2017,Surgana,Rural,84.3,12.85,2.86
Nashik,2017,Surgana,Urban,,,
Nashik,2017,Surgana,Total,84.3,12.85,2.86
Nashik,2017,Kalwan,Rural,89.32,9.1,1.58
Nashik,2017,Kalwan,Urban,,,
Nashik,2017,Kalwan,Total,89.32,9.1,1.58
Nashik,2017,Devala,Rural,91.46,6.8,1.74
Nashik,2017,Devala,Urban,,,
Nashik,2017,Devala,Total,91.46,6.8,1.74
Nashik,2017,Baglan,Rural,92.65,5.77,1.58
Nashik,2017,Baglan,Urban,84.99,15.01,0
Nashik,2017,Baglan,Total,92.53,5.92,1.55
Nashik,2017,Malegaon,Rural,93.83,5.02,1.15
Nashik,2017,Malegaon,Urban,69.56,30.14,0.3
Nashik,2017,Malegaon,Total,86.09,13.03,0.88
Nashik,2017,Nandgaon,Rural,94.39,4.91,0.7
Nashik,2017,Nandgaon,Urban,77.08,19.95,2.97
Nashik,2017,Nandgaon,Total,91.94,7.03,1.02
Nashik,2017,Chandwad,Rural,91.63,6.55,1.81
Nashik,2017,Chandwad,Urban,,,
Nashik,2017,Chandwad,Total,91.63,6.55,1.81
Nashik,2017,Dindori,Rural,88.04,9.46,2.5
Nashik,2017,Dindori,Urban,,,
Nashik,2017,Dindori,Total,88.04,9.46,2.5
Nashik,2017,Peth,Rural,80.75,15.45,3.8
Nashik,2017,Peth,Urban,,,
Nashik,2017,Peth,Total,80.75,15.45,3.8
Nashik,2017,Trimbak,Rural,73.81,19.21,6.98
Nashik,2017,Trimbak,Urban,68.91,25.21,5.88
Nashik,2017,Trimbak,Total,73.77,19.25,6.98
Nashik,2017,Nashik,Rural,87.81,9.8,2.39
Nashik,2017,Nashik,Urban,82.55,15.95,1.49
Nashik,2017,Nashik,Total,85.48,12.52,2
Nashik,2017,Igatpuri,Rural,84.42,12.06,3.52
Nashik,2017,Igatpuri,Urban,80.56,18.74,0.7
Nashik,2017,Igatpuri,Total,84.27,12.32,3.41
Nashik,2017,Sinner,Rural,94.33,4.98,0.69
Nashik,2017,Sinner,Urban,76.14,21.45,2.41
Nashik,2017,Sinner,Total,93.8,5.46,0.74
Nashik,2017,Nifad,Rural,92.81,5.83,1.36
Nashik,2017,Nifad,Urban,,,
Nashik,2017,Nifad,Total,92.81,5.83,1.36
Nashik,2017,Yewala,Rural,90.21,8.08,1.71
Nashik,2017,Yewala,Urban,87.25,12.42,0.33
Nashik,2017,Yewala,Total,90.16,8.15,1.69
Nashik,2018,Surgana,Rural,83.57,13.47,2.96
Nashik,2018,Surgana,Urban,,,
Nashik,2018,Surgana,Total,83.57,13.47,2.96
Nashik,2018,Kalwan,Rural,87.84,9.82,2.34
Nashik,2018,Kalwan,Urban,,,
Nashik,2018,Kalwan,Total,87.84,9.82,2.34
Nashik,2018,Devala,Rural,89.31,8.27,2.42
Nashik,2018,Devala,Urban,,,
Nashik,2018,Devala,Total,89.31,8.27,2.42
Nashik,2018,Baglan,Rural,91.41,6.55,2.04
Nashik,2018,Baglan,Urban,83.95,16.05,0
Nashik,2018,Baglan,Total,91.41,6.55,2.04
Nashik,2018,Malegaon,Rural,94.54,4.47,0.99
Nashik,2018,Malegaon,Urban,65.43,34.29,0.28
Nashik,2018,Malegaon,Total,94.54,4.47,0.99
Nashik,2018,Nandgaon,Rural,87.26,10.49,2.25
Nashik,2018,Nandgaon,Urban,71.02,23.55,6.26
Nashik,2018,Nandgaon,Total,87.26,10.49,2.25
Nashik,2018,Chandwad,Rural,91.03,7.07,1.91
Nashik,2018,Chandwad,Urban,,,
Nashik,2018,Chandwad,Total,91.03,7.07,1.91
Nashik,2018,Dindori,Rural,86.39,10.68,2.93
Nashik,2018,Dindori,Urban,,,
Nashik,2018,Dindori,Total,86.39,10.68,2.93
Nashik,2018,Peth,Rural,79.94,16.05,4.01
Nashik,2018,Peth,Urban,,,
Nashik,2018,Peth,Total,79.94,16.05,4.01
Nashik,2018,Trimbak,Rural,73.18,20.38,6.44
Nashik,2018,Trimbak,Urban,57.25,36.64,6.11
Nashik,2018,Trimbak,Total,73.18,20.38,6.44
Nashik,2018,Nashik,Rural,87.36,10.08,2.56
Nashik,2018,Nashik,Urban,76.55,20.23,3.22
Nashik,2018,Nashik,Total,87.36,10.08,2.56
Nashik,2018,Igatpuri,Rural,86.12,11.12,2.76
Nashik,2018,Igatpuri,Urban,81.49,17.7,0.8
Nashik,2018,Igatpuri,Total,86.12,11.12,2.76
Nashik,2018,Sinner,Rural,92.54,6.31,1.15
Nashik,2018,Sinner,Urban,69.18,27.37,3.45
Nashik,2018,Sinner,Total,92.54,6.31,1.15
Nashik,2018,Nifad,Rural,91.12,7.3,1.58
Nashik,2018,Nifad,Urban,,,
Nashik,2018,Nifad,Total,91.12,7.3,1.58
Nashik,2018,Yewala,Rural,92.38,6.62,1
Nashik,2018,Yewala,Urban,72.51,15.79,11.7
Nashik,2018,Yewala,Total,92.38,6.62,1
Nashik,2019,Surgana,Rural,78.13,17.28,4.59
Nashik,2019,Surgana,Urban,,,
Nashik,2019,Surgana,Total,78.13,17.28,4.59
Nashik,2019,Kalwan,Rural,85.47,11.14,3.39
Nashik,2019,Kalwan,Urban,,,
Nashik,2019,Kalwan,Total,85.47,11.14,2.25
Nashik,2019,Devala,Rural,90.6,7.61,1.79
Nashik,2019,Devala,Urban,,,
Nashik,2019,Devala,Total,90.6,7.61,1.79
Nashik,2019,Baglan,Rural,89.49,8.13,2.38
Nashik,2019,Baglan,Urban,76.07,22.05,1.88
Nashik,2019,Baglan,Total,89.22,8.4,2.37
Nashik,2019,Malegaon,Rural,92.37,6.13,1.5
Nashik,2019,Malegaon,Urban,66.55,32.75,0.7
Nashik,2019,Malegaon,Total,84.96,13.77,1.27
Nashik,2019,Nandgaon,Rural,85.09,11.92,2.99
Nashik,2019,Nandgaon,Urban,76.87,18.49,4.64
Nashik,2019,Nandgaon,Total,83.83,12.93,3.24
Nashik,2019,Chandwad,Rural,87.89,9.52,2.59
Nashik,2019,Chandwad,Urban,,,
Nashik,2019,Chandwad,Total,87.89,9.52,2.59
Nashik,2019,Dindori,Rural,83.33,13.33,3.34
Nashik,2019,Dindori,Urban,,,
Nashik,2019,Dindori,Total,83.33,13.33,3.34
Nashik,2019,Peth,Rural,70.28,23.51,6.21
Nashik,2019,Peth,Urban,,,
Nashik,2019,Peth,Total,70.28,23.51,6.21
Nashik,2019,Trimbak,Rural,67.73,24.19,8.08
Nashik,2019,Trimbak,Urban,56.45,31.45,12.1
Nashik,2019,Trimbak,Total,67.64,24.25,8.11
Nashik,2019,Nashik,Rural,83.07,13.32,3.61
Nashik,2019,Nashik,Urban,73.15,20.3,5.15
Nashik,2019,Nashik,Total,78.74,16.37,4.28
Nashik,2019,Igatpuri,Rural,75.53,19.19,5.28
Nashik,2019,Igatpuri,Urban,78.7,18.39,2.91
Nashik,2019,Igatpuri,Total,75.69,19.15,5.16
Nashik,2019,Sinner,Rural,90.28,8.22,1.51
Nashik,2019,Sinner,Urban,69.23,21.44,9.33
Nashik,2019,Sinner,Total,89.55,8.68,1.78
Nashik,2019,Nifad,Rural,85.18,11.91,2.91
Nashik,2019,Nifad,Urban,,,
Nashik,2019,Nifad,Total,85.18,11.91,2.91
Nashik,2019,Yewala,Rural,90.68,7.78,1.53
Nashik,2019,Yewala,Urban,72.77,16.52,10.71
Nashik,2019,Yewala,Total,90.44,7.9,1.66
Nashik,2020,Surgana,Rural,85.09,11.98,2.93
Nashik,2020,Surgana,Urban,,,
Nashik,2020,Surgana,Total,85.09,11.98,2.93
Nashik,2020,Kalwan,Rural,87.43,9.98,2.6
Nashik,2020,Kalwan,Urban,,,
Nashik,2020,Kalwan,Total,87.43,9.98,2.6
Nashik,2020,Devala,Rural,90.49,7.83,1.68
Nashik,2020,Devala,Urban,,,
Nashik,2020,Devala,Total,90.49,7.83,1.68
Nashik,2020,Baglan,Rural,92.59,5.6,1.81
Nashik,2020,Baglan,Urban,71.71,26.13,2.16
Nashik,2020,Baglan,Total,92.25,5.94,1.81
Nashik,2020,Malegaon,Rural,93.59,5.15,1.25
Nashik,2020,Malegaon,Urban,69.39,29.22,1.39
Nashik,2020,Malegaon,Total,85.24,13.46,1.3
Nashik,2020,Nandgaon,Rural,92.87,6.01,1.12
Nashik,2020,Nandgaon,Urban,76.83,20.26,2.91
Nashik,2020,Nandgaon,Total,90.61,8.02,1.37
Nashik,2020,Chandwad,Rural,90.62,7.45,1.92
Nashik,2020,Chandwad,Urban,,,
Nashik,2020,Chandwad,Total,90.62,7.45,1.92
Nashik,2020,Dindori,Rural,88.08,9.7,2.22
Nashik,2020,Dindori,Urban,,,
Nashik,2020,Dindori,Total,88.08,9.7,2.22
Nashik,2020,Peth,Rural,78.37,17.41,4.23
Nashik,2020,Peth,Urban,,,
Nashik,2020,Peth,Total,78.37,17.41,4.23
Nashik,2020,Trimbak,Rural,72.01,21.16,6.82
Nashik,2020,Trimbak,Urban,71.02,25.57,7.39
Nashik,2020,Trimbak,Total,72,21.21,6.83
Nashik,2020,Nashik,Rural,86.48,10.37,3.15
Nashik,2020,Nashik,Urban,77.51,18.95,3.54
Nashik,2020,Nashik,Total,83.01,13.68,3.3
Nashik,2020,Igatpuri,Rural,83.51,12.81,3.68
Nashik,2020,Igatpuri,Urban,81.59,17.64,1.43
Nashik,2020,Igatpuri,Total,83.43,13.01,3.59
Nashik,2020,Sinner,Rural,93.32,5.78,0.9
Nashik,2020,Sinner,Urban,68.71,25.42,5.88
Nashik,2020,Sinner,Total,92.46,6.47,1.07
Nashik,2020,Nifad,Rural,88.57,9.35,2.08
Nashik,2020,Nifad,Urban,,,
Nashik,2020,Nifad,Total,88.57,9.35,2.08
Nashik,2020,Yewala,Rural,93.61,5.27,1.12
Nashik,2020,Yewala,Urban,74.31,20.64,5.05
Nashik,2020,Yewala,Total,93.36,5.47,1.17
Nashik,2021,Surgana,Rural,85.82,0.45,0.06
Nashik,2021,Surgana,Urban,,,
Nashik,2021,Surgana,Total,85.82,0.45,0.06
Nashik,2021,Kalwan,Rural,90.2,0.61,0.04
Nashik,2021,Kalwan,Urban,,,
Nashik,2021,Kalwan,Total,90.2,0.61,0.04
Nashik,2021,Devala,Rural,91.68,0.69,0.07
Nashik,2021,Devala,Urban,,,
Nashik,2021,Devala,Total,91.68,0.69,0.07
Nashik,2021,Baglan,Rural,94.43,0.36,0.04
Nashik,2021,Baglan,Urban,83.48,15.65,0.87
Nashik,2021,Baglan,Total,94.1,0.82,0.07
Nashik,2021,Malegaon,Rural,94.91,0.17,0.04
Nashik,2021,Malegaon,Urban,90.64,7.99,1.36
Nashik,2021,Malegaon,Total,93.38,2.98,0.52
Nashik,2021,Nandgaon,Rural,95.66,0.31,0.03
Nashik,2021,Nandgaon,Urban,85.16,12.23,2.61
Nashik,2021,Nandgaon,Total,93.92,2.28,0.46
Nashik,2021,Chandwad,Rural,92.55,0.54,0.05
Nashik,2021,Chandwad,Urban,,,
Nashik,2021,Chandwad,Total,92.55,0.54,0.05
Nashik,2021,Dindori,Rural,90.1,0.46,0.04
Nashik,2021,Dindori,Urban,,,
Nashik,2021,Dindori,Total,90.1,0.46,0.04
Nashik,2021,Peth,Rural,81.2,0.5,0.08
Nashik,2021,Peth,Urban,,,
Nashik,2021,Peth,Total,81.2,0.5,0.08
Nashik,2021,Trimbak,Rural,75.12,1.31,0.16
Nashik,2021,Trimbak,Urban,61.29,24.19,14.52
Nashik,2021,Trimbak,Total,75.02,1.48,0.27
Nashik,2021,Nashik,Rural,89.02,0.76,0.05
Nashik,2021,Nashik,Urban,82.74,14.2,3.06
Nashik,2021,Nashik,Total,85.93,7.38,1.53
Nashik,2021,Igatpuri,Rural,85.82,0.71,0.1
Nashik,2021,Igatpuri,Urban,90.85,8.73,0.42
Nashik,2021,Igatpuri,Total,86.04,1.06,0.11
Nashik,2021,Sinner,Rural,93.06,0.42,0.02
Nashik,2021,Sinner,Urban,75.16,22.19,3.4
Nashik,2021,Sinner,Total,92.46,1.15,0.13
Nashik,2021,Nifad,Rural,91.52,0.94,0.1
Nashik,2021,Nifad,Urban,,,
Nashik,2021,Nifad,Total,91.52,0.94,0.1
Nashik,2021,Yewala,Rural,94.84,0.2,0.01
Nashik,2021,Yewala,Urban,74.01,22.91,3.08
Nashik,2021,Yewala,Total,94.57,0.5,0.05
Dharashiv,2012,Paranda,Rural,92.16,6.92,0.92
Dharashiv,2012,Paranda,Urban,96.51,2.33,1.16
Dharashiv,2012,Paranda,Total,92.24,6.84,0.92
Dharashiv,2012,Bhum,Rural,93.31,5.9,0.79
Dharashiv,2012,Bhum,Urban,,,
Dharashiv,2012,Bhum,Total,93.31,5.9,0.79
Dharashiv,2012,Washi,Rural,94.07,4.92,1.01
Dharashiv,2012,Washi,Urban,,,
Dharashiv,2012,Washi,Total,94.07,4.92,1.01
Dharashiv,2012,Kalamb,Rural,89.66,8.75,1.59
Dharashiv,2012,Kalamb,Urban,97.31,2.25,0.45
Dharashiv,2012,Kalamb,Total,89.94,8.51,1.55
Dharashiv,2012,Dharashiv,Rural,88.24,9.85,1.9
Dharashiv,2012,Dharashiv,Urban,83.6,13.59,2.81
Dharashiv,2012,Dharashiv,Total,87.44,10.5,2.06
Dharashiv,2012,Tuljapur,Rural,89.18,9.49,1.33
Dharashiv,2012,Tuljapur,Urban,81.14,13.6,5.26
Dharashiv,2012,Tuljapur,Total,89.08,9.54,1.38
Dharashiv,2012,Lohara,Rural,93.51,5.32,1.18
Dharashiv,2012,Lohara,Urban,,,
Dharashiv,2012,Lohara,Total,93.51,5.32,1.18
Dharashiv,2012,Umaraga,Rural,92.04,6.93,1.04
Dharashiv,2012,Umaraga,Urban,78.99,19.22,1.8
Dharashiv,2012,Umaraga,Total,91.59,7.35,1.06
Dharashiv,2013,Paranda,Rural,90.53,8.24,1.23
Dharashiv,2013,Paranda,Urban,90.27,7.96,1.77
Dharashiv,2013,Paranda,Total,90.53,8.23,1.24
Dharashiv,2013,Bhum,Rural,93.75,5.33,0.92
Dharashiv,2013,Bhum,Urban,,,
Dharashiv,2013,Bhum,Total,93.75,5.33,0.92
Dharashiv,2013,Washi,Rural,92.62,5.99,1.39
Dharashiv,2013,Washi,Urban,,,
Dharashiv,2013,Washi,Total,92.62,5.99,1.39
Dharashiv,2013,Kalamb,Rural,87.19,10.77,2.04
Dharashiv,2013,Kalamb,Urban,98.93,1.07,0
Dharashiv,2013,Kalamb,Total,87.62,10.42,1.96
Dharashiv,2013,Dharashiv,Rural,85.95,11.72,2.33
Dharashiv,2013,Dharashiv,Urban,84.31,13.07,2.62
Dharashiv,2013,Dharashiv,Total,85.6,12.01,2.39
Dharashiv,2013,Tuljapur,Rural,99.64,0.3,0.06
Dharashiv,2013,Tuljapur,Urban,78.57,19.16,2.27
Dharashiv,2013,Tuljapur,Total,99.23,0.67,0.1
Dharashiv,2013,Lohara,Rural,91.62,6.97,1.4
Dharashiv,2013,Lohara,Urban,,,
Dharashiv,2013,Lohara,Total,91.62,6.97,1.4
Dharashiv,2013,Umaraga,Rural,91.93,7.07,1
Dharashiv,2013,Umaraga,Urban,76.03,21.12,2.85
Dharashiv,2013,Umaraga,Total,91.32,7.62,1.07
Dharashiv,2014,Paranda,Rural,93.39,5.85,0.75
Dharashiv,2014,Paranda,Urban,94,5,1
Dharashiv,2014,Paranda,Total,104.08,6.5,0.84
Dharashiv,2014,Bhum,Rural,94.7,4.42,0.88
Dharashiv,2014,Bhum,Urban,92.2,7.8,0
Dharashiv,2014,Bhum,Total,94.63,4.51,0.85
Dharashiv,2014,Washi,Rural,107.75,5.76,0.99
Dharashiv,2014,Washi,Urban,,,
Dharashiv,2014,Washi,Total,107.75,5.76,0.99
Dharashiv,2014,Kalamb,Rural,90.56,8.02,1.43
Dharashiv,2014,Kalamb,Urban,78.78,21.22,0
Dharashiv,2014,Kalamb,Total,90.32,8.29,1.4
Dharashiv,2014,Dharashiv,Rural,90.76,4.56,0.95
Dharashiv,2014,Dharashiv,Urban,68.07,22.99,8.94
Dharashiv,2014,Dharashiv,Total,90.1,5.1,1.18
Dharashiv,2014,Tuljapur,Rural,91.5,0.41,0.06
Dharashiv,2014,Tuljapur,Urban,79.32,20.68,0
Dharashiv,2014,Tuljapur,Total,91.32,0.71,0.06
Dharashiv,2014,Lohara,Rural,94.9,4.06,1.04
Dharashiv,2014,Lohara,Urban,,,
Dharashiv,2014,Lohara,Total,94.9,4.06,1.04
Dharashiv,2014,Umaraga,Rural,93.81,0.14,0.01
Dharashiv,2014,Umaraga,Urban,83.33,16.67,0
Dharashiv,2014,Umaraga,Total,93.78,0.19,0.01
Dharashiv,2015,Paranda,Rural,93.73,5.53,0.74
Dharashiv,2015,Paranda,Urban,93.07,4.95,1.98
Dharashiv,2015,Paranda,Total,93.72,5.52,0.76
Dharashiv,2015,Bhum,Rural,94.44,4.74,0.82
Dharashiv,2015,Bhum,Urban,89.97,7.61,2.42
Dharashiv,2015,Bhum,Total,94.32,4.82,0.86
Dharashiv,2015,Washi,Rural,93.83,5.24,1.21
Dharashiv,2015,Washi,Urban,,,
Dharashiv,2015,Washi,Total,93.83,5.24,1.21
Dharashiv,2015,Kalamb,Rural,88.75,9.46,1.79
Dharashiv,2015,Kalamb,Urban,77.43,20.86,1.71
Dharashiv,2015,Kalamb,Total,88.52,9.69,1.79
Dharashiv,2015,Dharashiv,Rural,89.12,9.59,1.86
Dharashiv,2015,Dharashiv,Urban,68.07,22.99,8.94
Dharashiv,2015,Dharashiv,Total,88.48,10.01,2.07
Dharashiv,2015,Tuljapur,Rural,91.2,0.25,0.15
Dharashiv,2015,Tuljapur,Urban,76.73,20,3.27
Dharashiv,2015,Tuljapur,Total,90.97,0.56,0.2
Dharashiv,2015,Lohara,Rural,96.93,4.96,1.21
Dharashiv,2015,Lohara,Urban,,,
Dharashiv,2015,Lohara,Total,96.93,4.96,1.21
Dharashiv,2015,Umaraga,Rural,99.09,5.42,0.86
Dharashiv,2015,Umaraga,Urban,80.54,21.48,4.7
Dharashiv,2015,Umaraga,Total,98.96,5.53,0.88
Dharashiv,2016,Paranda,Rural,93.28,5.93,0.8
Dharashiv,2016,Paranda,Urban,74.29,24,1.71
Dharashiv,2016,Paranda,Total,92.87,6.31,0.82
Dharashiv,2016,Bhum,Rural,93.24,5.77,1
Dharashiv,2016,Bhum,Urban,89.13,9.63,1.24
Dharashiv,2016,Bhum,Total,93.08,5.91,1
Dharashiv,2016,Washi,Rural,91.94,6.55,1.51
Dharashiv,2016,Washi,Urban,,,
Dharashiv,2016,Washi,Total,91.94,6.55,1.51
Dharashiv,2016,Kalamb,Rural,87.4,10.6,2
Dharashiv,2016,Kalamb,Urban,88.53,10.55,0.92
Dharashiv,2016,Kalamb,Total,87.43,10.6,1.97
Dharashiv,2016,Dharashiv,Rural,87.05,10.85,2.1
Dharashiv,2016,Dharashiv,Urban,94.48,4.73,0.79
Dharashiv,2016,Dharashiv,Total,87.85,10.19,1.96
Dharashiv,2016,Tuljapur,Rural,89.21,9.12,1.66
Dharashiv,2016,Tuljapur,Urban,79.61,18.16,2.23
Dharashiv,2016,Tuljapur,Total,88.77,9.54,1.69
Dharashiv,2016,Lohara,Rural,93.93,4.88,1.19
Dharashiv,2016,Lohara,Urban,,,
Dharashiv,2016,Lohara,Total,93.93,4.88,1.19
Dharashiv,2016,Umaraga,Rural,93.99,5.09,0.92
Dharashiv,2016,Umaraga,Urban,78.56,17.43,4.01
Dharashiv,2016,Umaraga,Total,93.61,5.4,1
Dharashiv,2017,Paranda,Rural,90.23,8.45,1.23
Dharashiv,2017,Paranda,Urban,76.06,23.43,0.51
Dharashiv,2017,Paranda,Total,88.36,10.43,1.13
Dharashiv,2017,Bhum,Rural,94.31,4.58,1.12
Dharashiv,2017,Bhum,Urban,86.84,12.63,1.58
Dharashiv,2017,Bhum,Total,93.8,5.13,1.15
Dharashiv,2017,Washi,Rural,91.9,6.85,1.25
Dharashiv,2017,Washi,Urban,,,
Dharashiv,2017,Washi,Total,91.9,6.85,1.25
Dharashiv,2017,Kalamb,Rural,90.86,7.85,1.29
Dharashiv,2017,Kalamb,Urban,86.12,12.54,1.34
Dharashiv,2017,Kalamb,Total,90.64,8.06,1.3
Dharashiv,2017,Dharashiv,Rural,89.07,9.13,1.8
Dharashiv,2017,Dharashiv,Urban,83.56,14.64,1.81
Dharashiv,2017,Dharashiv,Total,88.05,10.14,1.8
Dharashiv,2017,Tuljapur,Rural,89.17,7.9,1.72
Dharashiv,2017,Tuljapur,Urban,76.13,22.63,1.24
Dharashiv,2017,Tuljapur,Total,87.8,9.45,1.67
Dharashiv,2017,Lohara,Rural,94.82,4.6,1.15
Dharashiv,2017,Lohara,Urban,,,
Dharashiv,2017,Lohara,Total,94.82,4.6,1.15
Dharashiv,2017,Umaraga,Rural,92.74,6.04,1.09
Dharashiv,2017,Umaraga,Urban,84.3,13.27,2.43
Dharashiv,2017,Umaraga,Total,92.12,6.56,1.19
Dharashiv,2018,Paranda,Rural,90.73,8,1.27
Dharashiv,2018,Paranda,Urban,84.29,12.66,3.05
Dharashiv,2018,Paranda,Total,89.78,8.69,1.53
Dharashiv,2018,Bhum,Rural,93.19,5.58,1.23
Dharashiv,2018,Bhum,Urban,85.01,12.4,2.58
Dharashiv,2018,Bhum,Total,92.42,6.22,1.35
Dharashiv,2018,Washi,Rural,91.32,7.25,1.43
Dharashiv,2018,Washi,Urban,,,
Dharashiv,2018,Washi,Total,91.32,7.25,1.43
Dharashiv,2018,Kalamb,Rural,87.87,10.58,1.55
Dharashiv,2018,Kalamb,Urban,90.1,7.55,2.34
Dharashiv,2018,Kalamb,Total,88,10.4,1.6
Dharashiv,2018,Dharashiv,Rural,88.01,10.13,1.86
Dharashiv,2018,Dharashiv,Urban,71.03,23.92,5.05
Dharashiv,2018,Dharashiv,Total,84.5,12.98,2.52
Dharashiv,2018,Tuljapur,Rural,88.56,9.67,1.76
Dharashiv,2018,Tuljapur,Urban,76.51,16.94,6.55
Dharashiv,2018,Tuljapur,Total,87.21,10.49,2.3
Dharashiv,2018,Lohara,Rural,94.47,4.57,0.96
Dharashiv,2018,Lohara,Urban,,,
Dharashiv,2018,Lohara,Total,94.47,4.57,0.96
Dharashiv,2018,Umaraga,Rural,91.47,7.27,1.27
Dharashiv,2018,Umaraga,Urban,90.89,6.51,2.6
Dharashiv,2018,Umaraga,Total,91.42,7.2,1.38
Dharashiv,2019,Paranda,Rural,90.11,8.74,1.14
Dharashiv,2019,Paranda,Urban,93.53,5.55,0.92
