District,Year,Taluka,Rural/Urban,Boys,Girls,Total
Buldhana,2019,Buldhana,Total,1989,1802,3791
Buldhana,2019,Deulgaon Raja,Rural,75,42,117
Buldhana,2019,Deulgaon Raja,Urban,115,114,229
Buldhana,2019,Deulgaon Raja,Total,190,156,346
Buldhana,2019,Sindkhed Raja,Rural,150,118,268
Buldhana,2019,Sindkhed Raja,Urban,32,3,35
Buldhana,2019,Sindkhed Raja,Total,182,121,303
Buldhana,2019,Lonar,Rural,38,19,57
Buldhana,2019,Lonar,Urban,56,47,103
Buldhana,2019,Lonar,Total,94,66,160
Buldhana,2020,Jalgaon Jamod,Rural,196,159,355
Buldhana,2020,Jalgaon Jamod,Urban,187,184,371
Buldhana,2020,Jalgaon Jamod,Total,383,343,726
Buldhana,2020,Sangrampur,Rural,214,209,423
Buldhana,2020,Sangrampur,Urban,33,46,79
Buldhana,2020,Sangrampur,Total,247,255,502
Buldhana,2020,Shegaon,Rural,21,22,43
Buldhana,2020,Shegaon,Urban,634,625,1259
Buldhana,2020,Shegaon,Total,655,647,1302
Buldhana,2020,Nandura,Rural,248,227,475
Buldhana,2020,Nandura,Urban,0,0,0
Buldhana,2020,Nandura,Total,248,227,475
Buldhana,2020,Malkapur,Rural,92,74,166
Buldhana,2020,Malkapur,Urban,256,304,560
Buldhana,2020,Malkapur,Total,348,378,726
Buldhana,2020,Motala,Rural,192,171,363
Buldhana,2020,Motala,Urban,45,51,96
Buldhana,2020,Motala,Total,237,222,459
Buldhana,2020,Khamgaon,Rural,172,159,331
Buldhana,2020,Khamgaon,Urban,1577,1467,3044
Buldhana,2020,Khamgaon,Total,1749,1626,3375
Buldhana,2020,Mehkar,Rural,231,198,429
Buldhana,2020,Mehkar,Urban,165,148,313
Buldhana,2020,Mehkar,Total,396,346,742
Buldhana,2020,Chikhali,Rural,270,248,518
Buldhana,2020,Chikhali,Urban,406,380,786
Buldhana,2020,Chikhali,Total,676,628,1304
Buldhana,2020,Buldhana,Rural,273,236,509
Buldhana,2020,Buldhana,Urban,1379,1287,2666
Buldhana,2020,Buldhana,Total,1652,1523,3175
Buldhana,2020,Deulgaon Raja,Rural,42,26,68
Buldhana,2020,Deulgaon Raja,Urban,93,87,180
Buldhana,2020,Deulgaon Raja,Total,135,113,248
Buldhana,2020,Sindkhed Raja,Rural,111,111,222
Buldhana,2020,Sindkhed Raja,Urban,31,27,58
Buldhana,2020,Sindkhed Raja,Total,142,138,280
Buldhana,2020,Lonar,Rural,17,12,29
Buldhana,2020,Lonar,Urban,51,43,94
Buldhana,2020,Lonar,Total,68,55,123
Buldhana,2021,Jalgaon Jamod,Rural,185,161,346
Buldhana,2021,Jalgaon Jamod,Urban,192,179,371
Buldhana,2021,Jalgaon Jamod,Total,377,340,717
Buldhana,2021,Sangrampur,Rural,197,164,361
Buldhana,2021,Sangrampur,Urban,30,44,74
Buldhana,2021,Sangrampur,Total,227,208,435
Buldhana,2021,Shegaon,Rural,48,35,83
Buldhana,2021,Shegaon,Urban,606,554,1160
Buldhana,2021,Shegaon,Total,654,589,1243
Buldhana,2021,Nandura,Rural,259,251,510
Buldhana,2021,Nandura,Urban,0,0,0
Buldhana,2021,Nandura,Total,259,251,510
Buldhana,2021,Malkapur,Rural,99,89,188
Buldhana,2021,Malkapur,Urban,280,244,524
Buldhana,2021,Malkapur,Total,379,333,712
Buldhana,2021,Motala,Rural,215,186,401
Buldhana,2021,Motala,Urban,50,61,111
Buldhana,2021,Motala,Total,265,247,512
Buldhana,2021,Khamgaon,Rural,139,122,261
Buldhana,2021,Khamgaon,Urban,2443,2161,4604
Buldhana,2021,Khamgaon,Total,2582,2283,4865
Buldhana,2021,Mehkar,Rural,244,214,458
Buldhana,2021,Mehkar,Urban,184,167,351
Buldhana,2021,Mehkar,Total,428,381,809
Buldhana,2021,Chikhali,Rural,223,204,427
Buldhana,2021,Chikhali,Urban,374,364,738
Buldhana,2021,Chikhali,Total,597,568,1165
Buldhana,2021,Buldhana,Rural,239,195,434
Buldhana,2021,Buldhana,Urban,16229,14719,30948
Buldhana,2021,Buldhana,Total,16468,14914,31382
Buldhana,2021,Deulgaon Raja,Rural,56,55,111
Buldhana,2021,Deulgaon Raja,Urban,75,68,143
Buldhana,2021,Deulgaon Raja,Total,131,123,254
Buldhana,2021,Sindkhed Raja,Rural,118,95,213
Buldhana,2021,Sindkhed Raja,Urban,39,35,74
Buldhana,2021,Sindkhed Raja,Total,157,130,287
Buldhana,2021,Lonar,Rural,19,16,35
Buldhana,2021,Lonar,Urban,54,41,95
Buldhana,2021,Lonar,Total,73,57,130
Chandrapur,2012,Varora,Rural,401,319,720
Chandrapur,2012,Varora,Urban,853,758,1611
Chandrapur,2012,Varora,Total,1254,1077,2331
Chandrapur,2012,Chimur,Rural,961,838,1799
Chandrapur,2012,Chimur,Urban,0,0,0
Chandrapur,2012,Chimur,Total,961,838,1799
Chandrapur,2012,Nagbhid,Rural,878,834,1712
Chandrapur,2012,Nagbhid,Urban,0,0,0
Chandrapur,2012,Nagbhid,Total,878,834,1712
Chandrapur,2012,Bramhapuri,Rural,655,660,1315
Chandrapur,2012,Bramhapuri,Urban,1140,1072,2212
Chandrapur,2012,Bramhapuri,Total,1795,1732,3527
Chandrapur,2012,Savali,Rural,781,684,1465
Chandrapur,2012,Savali,Urban,0,0,0
Chandrapur,2012,Savali,Total,781,684,1465
Chandrapur,2012,Sindevahi,Rural,827,728,1555
Chandrapur,2012,Sindevahi,Urban,0,0,0
Chandrapur,2012,Sindevahi,Total,827,728,1555
Chandrapur,2012,Bhadravati,Rural,458,375,833
Chandrapur,2012,Bhadravati,Urban,715,560,1275
Chandrapur,2012,Bhadravati,Total,1173,935,2108
Chandrapur,2012,Chandrapur,Rural,182,180,362
Chandrapur,2012,Chandrapur,Urban,6584,6112,12696
Chandrapur,2012,Chandrapur,Total,6766,6292,13058
Chandrapur,2012,Mul,Rural,622,561,1183
Chandrapur,2012,Mul,Urban,175,164,339
Chandrapur,2012,Mul,Total,797,725,1522
Chandrapur,2012,Ponbhurna,Rural,389,352,741
Chandrapur,2012,Ponbhurna,Urban,0,0,0
Chandrapur,2012,Ponbhurna,Total,389,352,741
Chandrapur,2012,Ballarpur,Rural,154,132,286
Chandrapur,2012,Ballarpur,Urban,947,780,1727
Chandrapur,2012,Ballarpur,Total,1101,912,2013
Chandrapur,2012,Korpana,Rural,548,505,1053
Chandrapur,2012,Korpana,Urban,529,466,995
Chandrapur,2012,Korpana,Total,1077,971,2048
Chandrapur,2012,Rajura,Rural,455,430,885
Chandrapur,2012,Rajura,Urban,358,325,683
Chandrapur,2012,Rajura,Total,813,755,1568
Chandrapur,2012,Gondpipari,Rural,624,479,1103
Chandrapur,2012,Gondpipari,Urban,0,0,0
Chandrapur,2012,Gondpipari,Total,624,479,1103
Chandrapur,2012,Jivati,Rural,284,266,550
Chandrapur,2012,Jivati,Urban,0,0,0
Chandrapur,2012,Jivati,Total,284,266,550
Chandrapur,2013,Varora,Rural,456,368,824
Chandrapur,2013,Varora,Urban,824,764,1588
Chandrapur,2013,Varora,Total,1280,1132,2412
Chandrapur,2013,Chimur,Rural,1036,914,1950
Chandrapur,2013,Chimur,Urban,0,0,0
Chandrapur,2013,Chimur,Total,1036,914,1950
Chandrapur,2013,Nagbhid,Rural,928,776,1704
Chandrapur,2013,Nagbhid,Urban,0,0,0
Chandrapur,2013,Nagbhid,Total,928,776,1704
Chandrapur,2013,Bramhapuri,Rural,651,559,1210
Chandrapur,2013,Bramhapuri,Urban,1099,1127,2226
Chandrapur,2013,Bramhapuri,Total,1750,1686,3436
Chandrapur,2013,Savali,Rural,734,661,1395
Chandrapur,2013,Savali,Urban,0,0,0
Chandrapur,2013,Savali,Total,734,661,1395
Chandrapur,2013,Sindevahi,Rural,677,575,1252
Chandrapur,2013,Sindevahi,Urban,0,0,0
Chandrapur,2013,Sindevahi,Total,677,575,1252
Chandrapur,2013,Bhadravati,Rural,537,424,961
Chandrapur,2013,Bhadravati,Urban,705,594,1299
Chandrapur,2013,Bhadravati,Total,1242,1018,2260
Chandrapur,2013,Chandrapur,Rural,497,1120,1617
Chandrapur,2013,Chandrapur,Urban,6246,5945,12191
Chandrapur,2013,Chandrapur,Total,6743,7065,13808
Chandrapur,2013,Mul,Rural,489,506,995
Chandrapur,2013,Mul,Urban,174,191,365
Chandrapur,2013,Mul,Total,663,697,1360
Chandrapur,2013,Ponbhurna,Rural,287,255,542
Chandrapur,2013,Ponbhurna,Urban,0,0,0
Chandrapur,2013,Ponbhurna,Total,287,255,542
Chandrapur,2013,Ballarpur,Rural,152,120,272
Chandrapur,2013,Ballarpur,Urban,1004,852,1856
Chandrapur,2013,Ballarpur,Total,1156,972,2128
Chandrapur,2013,Korpana,Rural,806,742,1548
Chandrapur,2013,Korpana,Urban,0,0,0
Chandrapur,2013,Korpana,Total,806,742,1548
Chandrapur,2013,Rajura,Rural,415,403,818
Chandrapur,2013,Rajura,Urban,313,286,599
Chandrapur,2013,Rajura,Total,728,689,1417
Chandrapur,2013,Gondpipari,Rural,459,465,924
Chandrapur,2013,Gondpipari,Urban,0,0,0
Chandrapur,2013,Gondpipari,Total,459,465,924
Chandrapur,2013,Jivati,Rural,363,310,673
Chandrapur,2013,Jivati,Urban,0,0,0
Chandrapur,2013,Jivati,Total,363,310,673
Chandrapur,2014,Varora,Rural,462,371,833
Chandrapur,2014,Varora,Urban,834,772,1606
Chandrapur,2014,Varora,Total,1296,1143,2439
Chandrapur,2014,Chimur,Rural,1045,917,1962
Chandrapur,2014,Chimur,Urban,,,
Chandrapur,2014,Chimur,Total,1045,917,1962
Chandrapur,2014,Nagbhid,Rural,930,776,1704
Chandrapur,2014,Nagbhid,Urban,,,
Chandrapur,2014,Nagbhid,Total,930,776,1704
Chandrapur,2014,Bramhapuri,Rural,664,563,1227
Chandrapur,2014,Bramhapuri,Urban,1103,1128,2231
Chandrapur,2014,Bramhapuri,Total,1767,1691,3458
Chandrapur,2014,Savali,Rural,743,668,1411
Chandrapur,2014,Savali,Urban,,,
Chandrapur,2014,Savali,Total,743,668,1411
Chandrapur,2014,Sindevahi,Rural,680,578,1258
Chandrapur,2014,Sindevahi,Urban,,,
Chandrapur,2014,Sindevahi,Total,680,578,1258
Chandrapur,2014,Bhadravati,Rural,541,424,965
Chandrapur,2014,Bhadravati,Urban,715,595,1310
Chandrapur,2014,Bhadravati,Total,1256,1019,2275
Chandrapur,2014,Chandrapur,Rural,503,1132,1635
Chandrapur,2014,Chandrapur,Urban,6258,5950,12208
Chandrapur,2014,Chandrapur,Total,6761,7082,13843
Chandrapur,2014,Mul,Rural,489,510,999
Chandrapur,2014,Mul,Urban,176,191,367
Chandrapur,2014,Mul,Total,665,701,1366
Chandrapur,2014,Ponbhurna,Rural,288,255,543
Chandrapur,2014,Ponbhurna,Urban,,,
Chandrapur,2014,Ponbhurna,Total,288,255,543
Chandrapur,2014,Ballarpur,Rural,158,120,278
Chandrapur,2014,Ballarpur,Urban,1010,852,1862
Chandrapur,2014,Ballarpur,Total,1168,972,2140
Chandrapur,2014,Korpana,Rural,806,742,1548
Chandrapur,2014,Korpana,Urban,,,
Chandrapur,2014,Korpana,Total,806,742,1548
Chandrapur,2014,Rajura,Rural,418,410,828
Chandrapur,2014,Rajura,Urban,320,286,606
Chandrapur,2014,Rajura,Total,738,696,1434
Chandrapur,2014,Gondpipari,Rural,462,467,929
Chandrapur,2014,Gondpipari,Urban,,,
Chandrapur,2014,Gondpipari,Total,462,1163,2363
Chandrapur,2014,Jivati,Rural,367,316,683
Chandrapur,2014,Jivati,Urban,,,
Chandrapur,2014,Jivati,Total,367,316,683
Chandrapur,2015,Varora,Rural,344,242,586
Chandrapur,2015,Varora,Urban,771,716,1487
Chandrapur,2015,Varora,Total,1115,958,2073
Chandrapur,2015,Chimur,Rural,798,674,1472
Chandrapur,2015,Chimur,Urban,,,
Chandrapur,2015,Chimur,Total,798,674,1472
Chandrapur,2015,Nagbhid,Rural,718,669,1387
Chandrapur,2015,Nagbhid,Urban,,,
Chandrapur,2015,Nagbhid,Total,718,669,1387
Chandrapur,2015,Bramhapuri,Rural,428,409,837
Chandrapur,2015,Bramhapuri,Urban,1050,1095,2145
Chandrapur,2015,Bramhapuri,Total,1478,1504,2982
Chandrapur,2015,Savali,Rural,591,584,1175
Chandrapur,2015,Savali,Urban,,,
Chandrapur,2015,Savali,Total,591,584,1175
Chandrapur,2015,Sindevahi,Rural,643,613,1256
Chandrapur,2015,Sindevahi,Urban,,,
Chandrapur,2015,Sindevahi,Total,643,613,1256
Chandrapur,2015,Bhadravati,Rural,270,212,482
Chandrapur,2015,Bhadravati,Urban,428,374,802
Chandrapur,2015,Bhadravati,Total,698,586,1284
Chandrapur,2015,Chandrapur,Rural,124,91,215
Chandrapur,2015,Chandrapur,Urban,6958,6568,13526
Chandrapur,2015,Chandrapur,Total,7082,6659,13741
Chandrapur,2015,Mul,Rural,399,416,815
Chandrapur,2015,Mul,Urban,175,169,344
Chandrapur,2015,Mul,Total,574,585,1159
Chandrapur,2015,Ponbhurna,Rural,230,181,411
Chandrapur,2015,Ponbhurna,Urban,,,
Chandrapur,2015,Ponbhurna,Total,230,181,411
Chandrapur,2015,Ballarpur,Rural,94,83,177
Chandrapur,2015,Ballarpur,Urban,593,645,1238
Chandrapur,2015,Ballarpur,Total,687,728,1415
Chandrapur,2015,Korpana,Rural,299,285,584
Chandrapur,2015,Korpana,Urban,412,374,786
Chandrapur,2015,Korpana,Total,711,659,1370
Chandrapur,2015,Rajura,Rural,225,236,461
Chandrapur,2015,Rajura,Urban,259,244,503
Chandrapur,2015,Rajura,Total,484,480,964
Chandrapur,2015,Gondpipari,Rural,247,185,432
Chandrapur,2015,Gondpipari,Urban,209,214,423
Chandrapur,2015,Gondpipari,Total,456,399,855
Chandrapur,2015,Jivati,Rural,496,418,914
Chandrapur,2015,Jivati,Urban,,,
Chandrapur,2015,Jivati,Total,496,418,914
Chandrapur,2016,Varora,Rural,181,179,360
Chandrapur,2016,Varora,Urban,704,725,1429
Chandrapur,2016,Varora,Total,885,904,1789
Chandrapur,2016,Chimur,Rural,350,331,681
Chandrapur,2016,Chimur,Urban,151,138,289
Chandrapur,2016,Chimur,Total,501,469,970
Chandrapur,2016,Nagbhid,Rural,562,544,1106
Chandrapur,2016,Nagbhid,Urban,67,67,134
Chandrapur,2016,Nagbhid,Total,629,611,1240
Chandrapur,2016,Bramhapuri,Rural,329,294,623
Chandrapur,2016,Bramhapuri,Urban,766,780,1546
Chandrapur,2016,Bramhapuri,Total,1095,1074,2169
Chandrapur,2016,Savali,Rural,349,362,711
Chandrapur,2016,Savali,Urban,55,60,115
Chandrapur,2016,Savali,Total,404,422,826
Chandrapur,2016,Sindevahi,Rural,269,310,579
Chandrapur,2016,Sindevahi,Urban,273,232,505
Chandrapur,2016,Sindevahi,Total,542,542,1084
Chandrapur,2016,Bhadravati,Rural,222,227,449
Chandrapur,2016,Bhadravati,Urban,292,278,570
Chandrapur,2016,Bhadravati,Total,514,505,1019
Chandrapur,2016,Chandrapur,Rural,3182,3003,6185
Chandrapur,2016,Chandrapur,Urban,7121,6701,13822
Chandrapur,2016,Chandrapur,Total,10303,9704,20007
Chandrapur,2016,Mul,Rural,296,316,612
Chandrapur,2016,Mul,Urban,170,147,317
Chandrapur,2016,Mul,Total,466,463,929
Chandrapur,2016,Ponbhurna,Rural,142,123,265
Chandrapur,2016,Ponbhurna,Urban,0,0,0
Chandrapur,2016,Ponbhurna,Total,142,123,265
Chandrapur,2016,Ballarpur,Rural,69,53,122
Chandrapur,2016,Ballarpur,Urban,394,340,734
Chandrapur,2016,Ballarpur,Total,463,393,856
Chandrapur,2016,Korpana,Rural,211,184,395
Chandrapur,2016,Korpana,Urban,314,370,684
Chandrapur,2016,Korpana,Total,525,554,1079
Chandrapur,2016,Rajura,Rural,135,124,259
Chandrapur,2016,Rajura,Urban,225,208,433
Chandrapur,2016,Rajura,Total,360,332,692
Chandrapur,2016,Gondpipari,Rural,136,139,275
Chandrapur,2016,Gondpipari,Urban,211,183,394
Chandrapur,2016,Gondpipari,Total,347,322,669
Chandrapur,2016,Jivati,Rural,440,398,838
Chandrapur,2016,Jivati,Urban,0,0,0
Chandrapur,2016,Jivati,Total,440,398,838
Chandrapur,2017,Varora,Rural,184,176,360
Chandrapur,2017,Varora,Urban,472,472,944
Chandrapur,2017,Varora,Total,656,648,1304
Chandrapur,2017,Chimur,Rural,395,340,735
Chandrapur,2017,Chimur,Urban,114,107,221
Chandrapur,2017,Chimur,Total,509,447,956
Chandrapur,2017,Nagbhid,Rural,562,505,1067
Chandrapur,2017,Nagbhid,Urban,75,72,147
Chandrapur,2017,Nagbhid,Total,637,577,1214
Chandrapur,2017,Bramhapuri,Rural,324,302,626
Chandrapur,2017,Bramhapuri,Urban,288,296,584
Chandrapur,2017,Bramhapuri,Total,612,598,1210
Chandrapur,2017,Savali,Rural,406,351,757
Chandrapur,2017,Savali,Urban,56,71,127
Chandrapur,2017,Savali,Total,462,422,884
Chandrapur,2017,Sindevahi,Rural,229,228,457
Chandrapur,2017,Sindevahi,Urban,282,242,524
Chandrapur,2017,Sindevahi,Total,511,470,981
Chandrapur,2017,Bhadravati,Rural,199,173,372
Chandrapur,2017,Bhadravati,Urban,121,107,228
Chandrapur,2017,Bhadravati,Total,320,280,600
Chandrapur,2017,Chandrapur,Rural,3023,2863,5886
Chandrapur,2017,Chandrapur,Urban,4298,3968,8266
Chandrapur,2017,Chandrapur,Total,7321,6831,14152
Chandrapur,2017,Mul,Rural,290,254,544
Chandrapur,2017,Mul,Urban,254,214,468
Chandrapur,2017,Mul,Total,544,468,1012
Chandrapur,2017,Ponbhurna,Rural,119,120,239
Chandrapur,2017,Ponbhurna,Urban,0,0,0
Chandrapur,2017,Ponbhurna,Total,119,120,239
Chandrapur,2017,Ballarpur,Rural,66,56,122
Chandrapur,2017,Ballarpur,Urban,93,203,296
Chandrapur,2017,Ballarpur,Total,159,259,418
Chandrapur,2017,Korpana,Rural,180,176,356
Chandrapur,2017,Korpana,Urban,340,303,643
Chandrapur,2017,Korpana,Total,520,479,999
Chandrapur,2017,Rajura,Rural,151,139,290
Chandrapur,2017,Rajura,Urban,239,176,415
Chandrapur,2017,Rajura,Total,390,315,705
Chandrapur,2017,Gondpipari,Rural,140,152,292
Chandrapur,2017,Gondpipari,Urban,226,244,470
Chandrapur,2017,Gondpipari,Total,366,396,762
Chandrapur,2017,Jivati,Rural,428,373,801
Chandrapur,2017,Jivati,Urban,0,0,0
Chandrapur,2017,Jivati,Total,428,373,801
Chandrapur,2018,Varora,Rural,134,127,261
Chandrapur,2018,Varora,Urban,404,394,798
Chandrapur,2018,Varora,Total,538,521,1059
Chandrapur,2018,Chimur,Rural,188,185,373
Chandrapur,2018,Chimur,Urban,237,196,433
Chandrapur,2018,Chimur,Total,425,381,806
Chandrapur,2018,Nagbhid,Rural,437,437,874
Chandrapur,2018,Nagbhid,Urban,91,80,171
Chandrapur,2018,Nagbhid,Total,528,517,1045
Chandrapur,2018,Bramhapuri,Rural,262,206,468
Chandrapur,2018,Bramhapuri,Urban,360,342,702
Chandrapur,2018,Bramhapuri,Total,622,548,1170
Chandrapur,2018,Savali,Rural,309,297,606
Chandrapur,2018,Savali,Urban,65,59,124
Chandrapur,2018,Savali,Total,374,356,730
Chandrapur,2018,Sindevahi,Rural,175,176,351
Chandrapur,2018,Sindevahi,Urban,268,282,550
Chandrapur,2018,Sindevahi,Total,443,458,901
Chandrapur,2018,Bhadravati,Rural,164,157,321
Chandrapur,2018,Bhadravati,Urban,98,98,196
Chandrapur,2018,Bhadravati,Total,262,255,517
Chandrapur,2018,Chandrapur,Rural,182,183,365
Chandrapur,2018,Chandrapur,Urban,10514,9205,19719
Chandrapur,2018,Chandrapur,Total,10696,9388,20084
Chandrapur,2018,Mul,Rural,196,161,357
Chandrapur,2018,Mul,Urban,293,318,611
Chandrapur,2018,Mul,Total,489,479,968
Chandrapur,2018,Ponbhurna,Rural,117,94,211
Chandrapur,2018,Ponbhurna,Urban,0,0,0
Chandrapur,2018,Ponbhurna,Total,117,94,211
Chandrapur,2018,Ballarpur,Rural,46,34,80
Chandrapur,2018,Ballarpur,Urban,179,188,367
Chandrapur,2018,Ballarpur,Total,225,222,447
Chandrapur,2018,Korpana,Rural,148,105,253
Chandrapur,2018,Korpana,Urban,338,296,634
Chandrapur,2018,Korpana,Total,486,401,887
Chandrapur,2018,Rajura,Rural,106,103,209
Chandrapur,2018,Rajura,Urban,250,251,501
Chandrapur,2018,Rajura,Total,356,354,710
Chandrapur,2018,Gondpipari,Rural,81,77,158
Chandrapur,2018,Gondpipari,Urban,258,247,505
Chandrapur,2018,Gondpipari,Total,339,324,663
Chandrapur,2018,Jivati,Rural,377,333,710
Chandrapur,2018,Jivati,Urban,0,0,0
Chandrapur,2018,Jivati,Total,377,333,710
Chandrapur,2019,Varora,Rural,98,71,169
Chandrapur,2019,Varora,Urban,424,439,863
Chandrapur,2019,Varora,Total,522,510,1032
Chandrapur,2019,Chimur,Rural,155,151,306
Chandrapur,2019,Chimur,Urban,233,209,442
Chandrapur,2019,Chimur,Total,388,360,748
Chandrapur,2019,Nagbhid,Rural,332,349,681
Chandrapur,2019,Nagbhid,Urban,146,89,235
Chandrapur,2019,Nagbhid,Total,478,438,916
Chandrapur,2019,Bramhapuri,Rural,162,160,322
Chandrapur,2019,Bramhapuri,Urban,289,274,563
Chandrapur,2019,Bramhapuri,Total,451,434,885
Chandrapur,2019,Savali,Rural,272,266,538
Chandrapur,2019,Savali,Urban,69,70,139
Chandrapur,2019,Savali,Total,341,336,677
Chandrapur,2019,Sindevahi,Rural,144,117,261
Chandrapur,2019,Sindevahi,Urban,285,242,527
Chandrapur,2019,Sindevahi,Total,429,359,788
Chandrapur,2019,Bhadravati,Rural,127,129,256
Chandrapur,2019,Bhadravati,Urban,82,81,163
Chandrapur,2019,Bhadravati,Total,209,210,419
Chandrapur,2019,Chandrapur,Rural,5,3,8
Chandrapur,2019,Chandrapur,Urban,9095,8583,17678
Chandrapur,2019,Chandrapur,Total,9100,8586,17686
Chandrapur,2019,Mul,Rural,127,119,246
Chandrapur,2019,Mul,Urban,284,268,552
Chandrapur,2019,Mul,Total,411,387,798
Chandrapur,2019,Ponbhurna,Rural,109,109,218
Chandrapur,2019,Ponbhurna,Urban,0,0,0
Chandrapur,2019,Ponbhurna,Total,109,109,218
Chandrapur,2019,Ballarpur,Rural,28,32,60
Chandrapur,2019,Ballarpur,Urban,177,175,352
Chandrapur,2019,Ballarpur,Total,205,207,412
Chandrapur,2019,Korpana,Rural,110,92,202
Chandrapur,2019,Korpana,Urban,288,273,561
Chandrapur,2019,Korpana,Total,398,365,763
Chandrapur,2019,Rajura,Rural,103,95,198
Chandrapur,2019,Rajura,Urban,229,236,465
Chandrapur,2019,Rajura,Total,332,331,663
Chandrapur,2019,Gondpipari,Rural,89,79,168
Chandrapur,2019,Gondpipari,Urban,208,206,414
Chandrapur,2019,Gondpipari,Total,297,285,582
Chandrapur,2019,Jivati,Rural,342,319,661
Chandrapur,2019,Jivati,Urban,0,0,0
Chandrapur,2019,Jivati,Total,342,319,661
Chandrapur,2020,Varora,Rural,75,71,146
Chandrapur,2020,Varora,Urban,346,325,671
Chandrapur,2020,Varora,Total,421,396,817
Chandrapur,2020,Chimur,Rural,200,182,382
Chandrapur,2020,Chimur,Urban,175,159,334
Chandrapur,2020,Chimur,Total,375,341,716
Chandrapur,2020,Nagbhid,Rural,369,395,764
Chandrapur,2020,Nagbhid,Urban,69,81,150
Chandrapur,2020,Nagbhid,Total,438,476,914
Chandrapur,2020,Bramhapuri,Rural,153,151,304
Chandrapur,2020,Bramhapuri,Urban,234,202,436
Chandrapur,2020,Bramhapuri,Total,387,353,740
Chandrapur,2020,Savali,Rural,241,196,437
Chandrapur,2020,Savali,Urban,69,57,126
Chandrapur,2020,Savali,Total,310,253,563
Chandrapur,2020,Sindevahi,Rural,134,135,269
Chandrapur,2020,Sindevahi,Urban,241,239,480
Chandrapur,2020,Sindevahi,Total,375,374,749
Chandrapur,2020,Bhadravati,Rural,121,122,243
Chandrapur,2020,Bhadravati,Urban,68,56,124
Chandrapur,2020,Bhadravati,Total,189,178,367
Chandrapur,2020,Chandrapur,Rural,141,123,264
Chandrapur,2020,Chandrapur,Urban,4111,3721,7832
Chandrapur,2020,Chandrapur,Total,4252,3844,8096
Chandrapur,2020,Mul,Rural,141,142,283
Chandrapur,2020,Mul,Urban,180,213,393
Chandrapur,2020,Mul,Total,321,355,676
Chandrapur,2020,Ponbhurna,Rural,99,95,194
Chandrapur,2020,Ponbhurna,Urban,0,0,0
Chandrapur,2020,Ponbhurna,Total,99,95,194
Chandrapur,2020,Ballarpur,Rural,29,24,53
Chandrapur,2020,Ballarpur,Urban,128,118,246
Chandrapur,2020,Ballarpur,Total,157,142,299
Chandrapur,2020,Korpana,Rural,136,125,261
Chandrapur,2020,Korpana,Urban,258,263,521
Chandrapur,2020,Korpana,Total,394,388,782
Chandrapur,2020,Rajura,Rural,106,107,198
Chandrapur,2020,Rajura,Urban,218,211,429
Chandrapur,2020,Rajura,Total,324,318,627
Chandrapur,2020,Gondpipari,Rural,109,91,200
Chandrapur,2020,Gondpipari,Urban,168,159,327
Chandrapur,2020,Gondpipari,Total,277,250,527
Chandrapur,2020,Jivati,Rural,311,304,615
Chandrapur,2020,Jivati,Urban,0,0,0
Chandrapur,2020,Jivati,Total,311,304,615
Chandrapur,2021,Varora,Rural,57,61,118
Chandrapur,2021,Varora,Urban,339,336,675
Chandrapur,2021,Varora,Total,396,397,793
Chandrapur,2021,Chimur,Rural,320,317,637
Chandrapur,2021,Chimur,Urban,0,0,0
Chandrapur,2021,Chimur,Total,320,317,637
Chandrapur,2021,Nagbhid,Rural,248,243,491
Chandrapur,2021,Nagbhid,Urban,0,0,0
Chandrapur,2021,Nagbhid,Total,248,243,491
Chandrapur,2021,Bramhapuri,Rural,122,117,239
Chandrapur,2021,Bramhapuri,Urban,284,279,563
Chandrapur,2021,Bramhapuri,Total,406,396,802
Chandrapur,2021,Savali,Rural,263,255,518
Chandrapur,2021,Savali,Urban,0,0,0
Chandrapur,2021,Savali,Total,263,255,518
Chandrapur,2021,Sindevahi,Rural,362,393,755
Chandrapur,2021,Sindevahi,Urban,0,0,0
Chandrapur,2021,Sindevahi,Total,362,393,755
Chandrapur,2021,Bhadravati,Rural,120,101,221
Chandrapur,2021,Bhadravati,Urban,64,73,137
Chandrapur,2021,Bhadravati,Total,184,174,358
Chandrapur,2021,Chandrapur,Rural,4817,4580,9397
Chandrapur,2021,Chandrapur,Urban,4066,3851,7917
Chandrapur,2021,Chandrapur,Total,8883,8431,17314
Chandrapur,2021,Mul,Rural,147,130,277
Chandrapur,2021,Mul,Urban,302,283,585
Chandrapur,2021,Mul,Total,449,413,862
Chandrapur,2021,Ponbhurna,Rural,104,115,219
Chandrapur,2021,Ponbhurna,Urban,0,0,0
Chandrapur,2021,Ponbhurna,Total,104,115,219
Chandrapur,2021,Ballarpur,Rural,17,13,30
Chandrapur,2021,Ballarpur,Urban,114,130,244
Chandrapur,2021,Ballarpur,Total,131,143,274
Chandrapur,2021,Korpana,Rural,376,381,757
Chandrapur,2021,Korpana,Urban,0,0,0
Chandrapur,2021,Korpana,Total,376,381,757
Chandrapur,2021,Rajura,Rural,73,76,149
Chandrapur,2021,Rajura,Urban,239,231,470
Chandrapur,2021,Rajura,Total,312,307,619
Chandrapur,2021,Gondpipari,Rural,275,238,513
Chandrapur,2021,Gondpipari,Urban,0,0,0
Chandrapur,2021,Gondpipari,Total,275,238,513
Chandrapur,2021,Jivati,Rural,305,281,586
