District,Year,Taluka,Rural/Urban,Family Welfare Centers,Fertile Couples,Male Sterilization Numbers,Female Sterilization Numbers,IUDs Inserted,Other Family Planning Methods Used
Nagpur,2020,Ramtech,Urban,1,3716,64,1790,205,794
Nagpur,2020,Ramtech,Total,7,26152,70,2093,362,3181
Nagpur,2020,Mauda,Rural,5,25270,15,115,0,1274
Nagpur,2020,Mauda,Urban,0,0,0,0,0,0
Nagpur,2020,Mauda,Total,5,25270,15,115,0,1274
Nagpur,2020,Kamathi,Rural,2,26884,0,133,0,409
Nagpur,2020,Kamathi,Urban,1,19234,1456,13126,368,319
Nagpur,2020,Kamathi,Total,3,46118,1456,13259,368,728
Nagpur,2020,Nagpur (Gra),Rural,3,36351,4,74,0,617
Nagpur,2020,Nagpur (Gra),Urban,0,0,0,0,0,0
Nagpur,2020,Nagpur (Gra),Total,3,36351,4,74,0,617
Nagpur,2020,Nagpur (Sh),Rural,0,0,0,0,0,0
Nagpur,2020,Nagpur (Sh),Urban,65,194486,5,5376,1821,68595
Nagpur,2020,Nagpur (Sh),Total,65,194486,5,5376,1821,68595
Nagpur,2020,Hingana,Rural,5,47475,9,366,32,305
Nagpur,2020,Hingana,Urban,0,0,0,0,0,0
Nagpur,2020,Hingana,Total,5,47475,9,366,32,305
Nagpur,2020,Umred,Rural,4,20350,7,120,0,1273
Nagpur,2020,Umred,Urban,1,9789,237,6266,340,1308
Nagpur,2020,Umred,Total,5,30139,244,6386,340,2581
Nagpur,2020,Kuhi,Rural,5,19846,26,204,32,1074
Nagpur,2020,Kuhi,Urban,0,0,0,0,0,0
Nagpur,2020,Kuhi,Total,5,19846,26,204,32,1074
Nagpur,2020,Bhiwapur,Rural,4,12489,9,124,156,557
Nagpur,2020,Bhiwapur,Urban,0,0,0,0,0,0
Nagpur,2020,Bhiwapur,Total,4,12489,9,124,156,557
Nagpur,2021,Narkhed,Rural,4,19416,2,304,0,559
Nagpur,2021,Narkhed,Urban,1,4357,100,2335,205,452
Nagpur,2021,Narkhed,Total,5,23773,102,2639,205,1011
Nagpur,2021,Katol,Rural,3,18901,4,476,0,2299
Nagpur,2021,Katol,Urban,1,6462,342,4296,167,577
Nagpur,2021,Katol,Total,4,25363,346,4772,167,2876
Nagpur,2021,Kalameshwar,Rural,4,17798,12,422,0,2241
Nagpur,2021,Kalameshwar,Urban,1,5431,40,3791,400,574
Nagpur,2021,Kalameshwar,Total,5,23229,52,4213,400,2815
Nagpur,2021,Sawner,Rural,5,32287,12,514,0,1535
Nagpur,2021,Sawner,Urban,0,0,0,0,0,0
Nagpur,2021,Sawner,Total,5,32287,12,514,0,1535
Nagpur,2021,Parashivani,Rural,6,23988,18,387,37,5502
Nagpur,2021,Parashivani,Urban,0,0,0,0,0,0
Nagpur,2021,Parashivani,Total,6,23988,18,387,37,5502
Nagpur,2021,Ramtech,Rural,6,22436,27,543,212,2942
Nagpur,2021,Ramtech,Urban,1,3716,64,1890,298,794
Nagpur,2021,Ramtech,Total,7,26152,91,2433,510,3736
Nagpur,2021,Mauda,Rural,5,36823,37,322,2,1585
Nagpur,2021,Mauda,Urban,0,0,0,0,0,0
Nagpur,2021,Mauda,Total,5,36823,37,322,2,1585
Nagpur,2021,Kamathi,Rural,2,29119,46,469,0,670
Nagpur,2021,Kamathi,Urban,1,19234,1459,13307,530,319
Nagpur,2021,Kamathi,Total,3,48353,1505,13776,530,989
Nagpur,2021,Nagpur (Gra),Rural,3,45336,10,227,0,932
Nagpur,2021,Nagpur (Gra),Urban,0,0,0,0,0,0
Nagpur,2021,Nagpur (Gra),Total,3,45336,10,227,0,932
Nagpur,2021,Nagpur (Sh),Rural,0,0,0,0,0,0
Nagpur,2021,Nagpur (Sh),Urban,65,208326,25,7137,3854,147708
Nagpur,2021,Nagpur (Sh),Total,65,208326,25,7137,3854,147708
Nagpur,2021,Hingana,Rural,5,48575,19,557,68,555
Nagpur,2021,Hingana,Urban,0,0,0,0,0,0
Nagpur,2021,Hingana,Total,5,48575,19,557,68,555
Nagpur,2021,Umred,Rural,4,21355,15,155,0,1338
Nagpur,2021,Umred,Urban,1,9789,246,6401,491,1308
Nagpur,2021,Umred,Total,5,31144,261,6556,491,2646
Nagpur,2021,Kuhi,Rural,5,20316,35,300,65,1152
Nagpur,2021,Kuhi,Urban,0,0,0,0,0,0
Nagpur,2021,Kuhi,Total,5,20316,35,300,65,1152
Nagpur,2021,Bhiwapur,Rural,4,12988,14,170,209,623
Nagpur,2021,Bhiwapur,Urban,0,0,0,0,0,0
Nagpur,2021,Bhiwapur,Total,4,12988,14,170,209,623
Nanded,2014,Mahur,Rural,6,17939,5,524,260,386
Nanded,2014,Mahur,Urban,1,0,0,104,0,0
Nanded,2014,Mahur,Total,7,17939,5,628,260,386
Nanded,2014,Kinvat,Rural,12,35112,5,1330,550,811
Nanded,2014,Kinvat,Urban,0,0,0,0,0,0
Nanded,2014,Kinvat,Total,12,35112,5,1330,550,811
Nanded,2014,Himalay Nagar,Rural,3,12746,0,351,212,238
Nanded,2014,Himalay Nagar,Urban,0,0,0,0,0,0
Nanded,2014,Himalay Nagar,Total,3,12746,0,351,212,238
Nanded,2014,Hadgaon,Rural,7,39322,10,940,520,588
Nanded,2014,Hadgaon,Urban,1,4896,0,574,0,0
Nanded,2014,Hadgaon,Total,8,44218,10,1514,520,588
Nanded,2014,Andhrapur,Rural,2,6892,4,650,375,301
Nanded,2014,Andhrapur,Urban,1,0,0,0,0,0
Nanded,2014,Andhrapur,Total,2,6892,4,650,375,301
Nanded,2014,Nanded,Rural,7,28518,6,978,432,458
Nanded,2014,Nanded,Urban,1,0,0,213,0,0
Nanded,2014,Nanded,Total,8,28518,6,1191,432,458
Nanded,2014,Mudkhed,Rural,4,9820,1,141,129,76
Nanded,2014,Mudkhed,Urban,1,2826,0,443,0,0
Nanded,2014,Mudkhed,Total,5,12646,1,584,129,76
Nanded,2014,Bhokar,Rural,4,16795,8,496,267,1110
Nanded,2014,Bhokar,Urban,1,5814,0,237,0,0
Nanded,2014,Bhokar,Total,5,22609,8,733,267,1110
Nanded,2014,Umari,Rural,2,14815,0,140,183,86
Nanded,2014,Umari,Urban,1,2713,0,544,0,0
Nanded,2014,Umari,Total,3,17528,0,684,183,86
Nanded,2014,Dharmabad,Rural,2,10783,0,216,167,132
Nanded,2014,Dharmabad,Urban,1,6251,0,281,0,0
Nanded,2014,Dharmabad,Total,3,17034,0,497,167,132
Nanded,2014,Biloli,Rural,7,21912,4,762,380,510
Nanded,2014,Biloli,Urban,1,2775,0,250,0,0
Nanded,2014,Biloli,Total,8,24687,4,1012,380,510
Nanded,2014,Naygaon,Rural,4,26413,2,770,389,528
Nanded,2014,Naygaon,Urban,1,0,0,107,0,0
Nanded,2014,Naygaon,Total,5,26413,2,877,389,528
Nanded,2014,Loha,Rural,6,32875,1,989,481,563
Nanded,2014,Loha,Urban,1,4233,3,552,0,0
Nanded,2014,Loha,Total,7,37108,4,1541,481,563
Nanded,2014,Kandhar,Rural,6,16795,0,742,588,434
Nanded,2014,Kandhar,Urban,1,4401,0,309,0,0
Nanded,2014,Kandhar,Total,7,21196,0,1051,588,434
Nanded,2014,Mukhed,Rural,8,41509,0,795,617,514
Nanded,2014,Mukhed,Urban,1,5429,0,534,0,0
Nanded,2014,Mukhed,Total,9,46938,0,1329,617,514
Nanded,2014,Deglur,Rural,4,27911,0,439,383,178
Nanded,2014,Deglur,Urban,1,2044,0,945,0,0
Nanded,2014,Deglur,Total,5,29955,0,1384,383,178
Nanded,2015,Mahur,Rural,5,17839,5,524,260,388
Nanded,2015,Mahur,Urban,1,2184,0,77,35,45
Nanded,2015,Mahur,Total,6,20023,5,601,295,433
Nanded,2015,Kinvat,Rural,9,35012,5,1330,522,816
Nanded,2015,Kinvat,Urban,1,938,0,219,70,55
Nanded,2015,Kinvat,Total,10,35950,5,1549,592,871
Nanded,2015,Himalay Nagar,Rural,2,12846,0,351,212,238
Nanded,2015,Himalay Nagar,Urban,1,3446,0,179,54,83
Nanded,2015,Himalay Nagar,Total,3,16292,0,530,266,321
Nanded,2015,Hadgaon,Rural,6,39322,10,1040,520,588
Nanded,2015,Hadgaon,Urban,1,5263,0,500,159,315
Nanded,2015,Hadgaon,Total,7,44585,10,1540,679,903
Nanded,2015,Andhrapur,Rural,2,6892,4,650,335,335
Nanded,2015,Andhrapur,Urban,0,0,0,0,0,0
Nanded,2015,Andhrapur,Total,2,6892,4,650,335,335
Nanded,2015,Nanded,Rural,6,29871,6,978,432,488
Nanded,2015,Nanded,Urban,1,0,0,254,126,144
Nanded,2015,Nanded,Total,7,29871,6,1232,558,632
Nanded,2015,Mudkhed,Rural,2,9820,1,141,129,76
Nanded,2015,Mudkhed,Urban,1,3834,4,697,310,405
Nanded,2015,Mudkhed,Total,3,13654,5,838,439,481
Nanded,2015,Bhokar,Rural,3,16795,8,496,267,1115
Nanded,2015,Bhokar,Urban,1,6187,1,245,172,135
Nanded,2015,Bhokar,Total,4,22982,9,741,439,1250
Nanded,2015,Umari,Rural,1,14815,0,140,183,87
Nanded,2015,Umari,Urban,1,2878,0,548,212,354
Nanded,2015,Umari,Total,2,17693,0,688,395,441
Nanded,2015,Dharmabad,Rural,1,10783,0,216,167,133
Nanded,2015,Dharmabad,Urban,1,6446,0,301,188,192
Nanded,2015,Dharmabad,Total,2,17229,0,517,355,325
Nanded,2015,Biloli,Rural,5,20112,4,762,385,511
Nanded,2015,Biloli,Urban,1,3381,0,254,111,134
Nanded,2015,Biloli,Total,6,23493,4,1016,496,645
Nanded,2015,Naygaon,Rural,3,26315,2,770,390,528
Nanded,2015,Naygaon,Urban,1,2970,0,127,48,67
Nanded,2015,Naygaon,Total,4,29285,2,897,438,595
Nanded,2015,Loha,Rural,5,32875,1,1089,481,564
Nanded,2015,Loha,Urban,1,4759,0,520,201,268
Nanded,2015,Loha,Total,6,37634,1,1609,682,832
Nanded,2015,Kandhar,Rural,5,17941,0,842,590,434
Nanded,2015,Kandhar,Urban,1,4800,0,249,185,129
Nanded,2015,Kandhar,Total,6,22741,0,1091,775,563
Nanded,2015,Mukhed,Rural,7,41509,0,974,617,514
Nanded,2015,Mukhed,Urban,1,5553,0,564,415,352
Nanded,2015,Mukhed,Total,8,47062,0,1538,1032,866
Nanded,2015,Deglur,Rural,3,26871,0,439,383,188
Nanded,2015,Deglur,Urban,1,9948,0,619,369,528
Nanded,2015,Deglur,Total,4,36819,0,1058,752,716
Nanded,2016,Mahur,Rural,5,17939,6,461,155,1599
Nanded,2016,Mahur,Urban,1,2184,1,218,16,4
Nanded,2016,Mahur,Total,6,20123,7,679,171,1603
Nanded,2016,Kinvat,Rural,9,36974,2,1237,410,5579
Nanded,2016,Kinvat,Urban,2,5084,1,248,50,96
Nanded,2016,Kinvat,Total,11,42058,3,1485,460,5675
Nanded,2016,Himalay Nagar,Rural,2,12267,0,441,222,1432
Nanded,2016,Himalay Nagar,Urban,1,3446,1,207,11,69
Nanded,2016,Himalay Nagar,Total,3,15713,1,648,233,1501
Nanded,2016,Hadgaon,Rural,6,40363,3,1304,369,6573
Nanded,2016,Hadgaon,Urban,1,5263,1,642,450,270
Nanded,2016,Hadgaon,Total,7,45626,4,1946,819,6843
Nanded,2016,Andhrapur,Rural,2,18008,0,626,301,2966
Nanded,2016,Andhrapur,Urban,0,0,0,2251,1120,9809
Nanded,2016,Andhrapur,Total,2,18008,0,2877,1421,12775
Nanded,2016,Nanded,Rural,6,28022,1,1026,316,4152
Nanded,2016,Nanded,Urban,1,0,1,400,29,18
Nanded,2016,Nanded,Total,7,28022,2,1426,345,4170
Nanded,2016,Mudkhed,Rural,2,13966,2,354,95,1356
Nanded,2016,Mudkhed,Urban,2,3834,1,680,76,49
Nanded,2016,Mudkhed,Total,4,17800,3,1034,171,1405
Nanded,2016,Bhokar,Rural,3,16788,4,669,266,7117
Nanded,2016,Bhokar,Urban,1,10421,2,483,76,233
Nanded,2016,Bhokar,Total,4,27209,6,1152,342,7350
Nanded,2016,Umari,Rural,1,14994,0,248,173,2913
Nanded,2016,Umari,Urban,1,2878,1,686,30,22
Nanded,2016,Umari,Total,2,17872,1,934,203,2935
Nanded,2016,Dharmabad,Rural,1,10120,0,208,107,1896
Nanded,2016,Dharmabad,Urban,1,6446,1,630,113,366
Nanded,2016,Dharmabad,Total,2,16566,1,838,220,2262
Nanded,2016,Biloli,Rural,5,23386,1,831,271,3192
Nanded,2016,Biloli,Urban,1,3381,1,404,77,172
Nanded,2016,Biloli,Total,6,26767,2,1235,348,3364
Nanded,2016,Naygaon,Rural,3,10933,0,657,239,2344
Nanded,2016,Naygaon,Urban,1,2970,1,378,50,20
Nanded,2016,Naygaon,Total,4,13903,1,1035,289,2364
Nanded,2016,Loha,Rural,5,32718,4,1259,320,1333
Nanded,2016,Loha,Urban,1,4759,1,597,84,391
Nanded,2016,Loha,Total,6,37477,5,1856,404,1724
Nanded,2016,Kandhar,Rural,5,34689,0,819,407,5022
Nanded,2016,Kandhar,Urban,1,4800,1,504,115,44
Nanded,2016,Kandhar,Total,6,39489,1,1323,522,5066
Nanded,2016,Mukhed,Rural,7,41571,0,1167,472,7362
Nanded,2016,Mukhed,Urban,1,5563,1,1308,83,162
Nanded,2016,Mukhed,Total,8,47134,1,2475,555,7524
Nanded,2016,Deglur,Rural,3,27774,0,693,311,4927
Nanded,2016,Deglur,Urban,1,9848,1,685,61,340
Nanded,2016,Deglur,Total,4,37622,1,1378,372,5267
Nanded,2017,Mahur,Rural,6,15011,7,368,0,0
Nanded,2017,Mahur,Urban,1,1797,0,118,0,0
Nanded,2017,Mahur,Total,7,16808,7,486,0,0
Nanded,2017,Kinvat,Rural,11,30956,1,111,0,0
Nanded,2017,Kinvat,Urban,1,5307,0,172,0,0
Nanded,2017,Kinvat,Total,12,36263,1,283,0,0
Nanded,2017,Himalay Nagar,Rural,3,16344,0,318,0,0
Nanded,2017,Himalay Nagar,Urban,1,3332,0,103,0,0
Nanded,2017,Himalay Nagar,Total,4,19676,0,421,0,0
Nanded,2017,Hadgaon,Rural,7,34821,2,886,0,0
Nanded,2017,Hadgaon,Urban,1,4896,0,361,0,0
Nanded,2017,Hadgaon,Total,8,39717,2,1247,0,0
Nanded,2017,Andhrapur,Rural,2,16381,1,548,0,0
Nanded,2017,Andhrapur,Urban,0,0,0,0,0,0
Nanded,2017,Andhrapur,Total,2,16381,1,548,0,0
Nanded,2017,Nanded,Rural,7,20563,0,771,0,0
Nanded,2017,Nanded,Urban,1,0,0,221,0,0
Nanded,2017,Nanded,Total,8,20563,0,992,0,0
Nanded,2017,Mudkhed,Rural,4,13753,1,256,0,0
Nanded,2017,Mudkhed,Urban,1,4836,0,268,0,0
Nanded,2017,Mudkhed,Total,5,18589,1,524,0,0
Nanded,2017,Bhokar,Rural,4,15804,1,571,0,0
Nanded,2017,Bhokar,Urban,1,6262,3,204,0,0
Nanded,2017,Bhokar,Total,5,22066,4,775,0,0
Nanded,2017,Umari,Rural,2,12794,0,284,0,0
Nanded,2017,Umari,Urban,1,2713,0,205,0,0
Nanded,2017,Umari,Total,3,15507,0,489,0,0
Nanded,2017,Dharmabad,Rural,2,9460,0,129,0,0
Nanded,2017,Dharmabad,Urban,1,6507,0,349,0,0
Nanded,2017,Dharmabad,Total,3,15967,0,478,0,0
Nanded,2017,Biloli,Rural,7,21069,3,741,0,0
Nanded,2017,Biloli,Urban,1,1267,0,262,0,0
Nanded,2017,Biloli,Total,8,22336,3,1003,0,0
Nanded,2017,Naygaon,Rural,4,27400,0,627,0,0
Nanded,2017,Naygaon,Urban,1,2123,0,163,0,0
Nanded,2017,Naygaon,Total,5,29523,0,790,0,0
Nanded,2017,Loha,Rural,6,32589,0,1061,0,0
Nanded,2017,Loha,Urban,1,4793,2,542,0,0
Nanded,2017,Loha,Total,7,37382,2,1603,0,0
Nanded,2017,Kandhar,Rural,6,33532,0,536,0,0
Nanded,2017,Kandhar,Urban,1,5610,1,295,0,0
Nanded,2017,Kandhar,Total,7,39142,1,831,0,0
Nanded,2017,Mukhed,Rural,7,39938,6,874,0,0
Nanded,2017,Mukhed,Urban,1,5625,0,482,0,0
Nanded,2017,Mukhed,Total,8,45563,6,1356,0,0
Nanded,2017,Deglur,Rural,4,25988,0,677,0,0
Nanded,2017,Deglur,Urban,1,9983,0,846,0,0
Nanded,2017,Deglur,Total,5,35971,0,1523,0,0
Nanded,2018,Mahur,Rural,82,366403,22,8758,0,0
Nanded,2018,Mahur,Urban,15,65051,6,4591,0,0
Nanded,2018,Mahur,Total,97,431454,28,13349,0,0
Nanded,2018,Kinvat,Rural,9,35657,2,1085,548,196
Nanded,2018,Kinvat,Urban,2,6008,0,252,42,290
Nanded,2018,Kinvat,Total,11,41665,2,1337,590,486
Nanded,2018,Himalay Nagar,Rural,2,18435,0,440,306,42
Nanded,2018,Himalay Nagar,Urban,1,3562,0,190,14,11
Nanded,2018,Himalay Nagar,Total,3,21997,0,630,320,53
Nanded,2018,Hadgaon,Rural,6,39602,0,1125,691,174
Nanded,2018,Hadgaon,Urban,1,4115,0,369,22,233
Nanded,2018,Hadgaon,Total,7,43717,0,1494,713,407
Nanded,2018,Andhrapur,Rural,2,18300,1,466,467,306
Nanded,2018,Andhrapur,Urban,0,0,0,0,0,0
Nanded,2018,Andhrapur,Total,2,18300,1,466,467,306
Nanded,2018,Nanded,Rural,6,20584,0,637,491,155
Nanded,2018,Nanded,Urban,1,0,0,181,27,800
Nanded,2018,Nanded,Total,7,20584,0,818,518,955
Nanded,2018,Mudkhed,Rural,2,15927,0,193,195,25
Nanded,2018,Mudkhed,Urban,2,3528,0,354,102,30
Nanded,2018,Mudkhed,Total,4,19455,0,547,297,55
Nanded,2018,Bhokar,Rural,3,18323,0,471,178,86
Nanded,2018,Bhokar,Urban,1,4935,0,341,48,176
Nanded,2018,Bhokar,Total,4,23258,0,812,226,262
Nanded,2018,Umari,Rural,1,14625,0,217,305,38
Nanded,2018,Umari,Urban,1,2025,0,166,48,106
Nanded,2018,Umari,Total,2,16650,0,383,353,144
Nanded,2018,Dharmabad,Rural,1,11224,0,141,199,6
Nanded,2018,Dharmabad,Urban,1,5061,1,359,132,72
Nanded,2018,Dharmabad,Total,2,16285,1,500,331,78
Nanded,2018,Biloli,Rural,5,24160,4,805,339,93
Nanded,2018,Biloli,Urban,1,4452,1,266,88,137
Nanded,2018,Biloli,Total,6,28612,5,1071,427,230
Nanded,2018,Naygaon,Rural,3,30749,0,653,180,55
Nanded,2018,Naygaon,Urban,1,2263,0,130,32,304
Nanded,2018,Naygaon,Total,4,33012,0,783,212,359
Nanded,2018,Loha,Rural,5,37054,1,887,667,133
Nanded,2018,Loha,Urban,1,3619,0,461,112,112
Nanded,2018,Loha,Total,6,40673,1,1348,779,245
Nanded,2018,Kandhar,Rural,1,38121,0,472,400,109
Nanded,2018,Kandhar,Urban,1,5781,4,415,147,164
Nanded,2018,Kandhar,Total,2,43902,4,887,547,273
Nanded,2018,Mukhed,Rural,7,45269,0,711,1107,190
Nanded,2018,Mukhed,Urban,1,5789,0,503,82,862
Nanded,2018,Mukhed,Total,8,51058,0,1214,1189,1052
Nanded,2018,Deglur,Rural,4,30141,0,723,534,186
Nanded,2018,Deglur,Urban,1,8174,1,454,4,571
Nanded,2018,Deglur,Total,5,38315,1,1177,538,757
Nanded,2019,Mahur,Rural,5,16640,5,300,255,9712
Nanded,2019,Mahur,Urban,1,4076,0,215,291,2748
Nanded,2019,Mahur,Total,6,20716,5,515,546,12460
Nanded,2019,Kinvat,Rural,9,34622,0,1221,594,20857
Nanded,2019,Kinvat,Urban,2,9076,1,556,617,6166
Nanded,2019,Kinvat,Total,11,43698,1,1777,1211,27023
Nanded,2019,Himalay Nagar,Rural,2,18288,0,451,495,11004
Nanded,2019,Himalay Nagar,Urban,1,4273,1,241,111,2703
Nanded,2019,Himalay Nagar,Total,3,22561,1,692,606,13707
Nanded,2019,Hadgaon,Rural,6,38758,0,943,1170,23430
Nanded,2019,Hadgaon,Urban,1,4571,1,456,724,3695
Nanded,2019,Hadgaon,Total,7,43329,1,1399,1894,27125
Nanded,2019,Andhrapur,Rural,2,15476,0,445,353,9310
Nanded,2019,Andhrapur,Urban,0,4793,0,0,0,2636
Nanded,2019,Andhrapur,Total,2,20269,0,445,353,11946
Nanded,2019,Nanded,Rural,6,22871,0,665,500,13744
Nanded,2019,Nanded,Urban,4,96993,5,5037,1928,60316
Nanded,2019,Nanded,Total,10,119864,5,5702,2428,74060
Nanded,2019,Mudkhed,Rural,2,15362,0,286,247,8983
Nanded,2019,Mudkhed,Urban,2,3920,0,107,80,2343
Nanded,2019,Mudkhed,Total,4,19282,0,393,327,11326
Nanded,2019,Bhokar,Rural,3,17569,0,329,148,10140
Nanded,2019,Bhokar,Urban,1,5482,1,337,401,3754
Nanded,2019,Bhokar,Total,4,23051,1,666,549,13894
Nanded,2019,Umari,Rural,1,14253,0,270,281,8390
Nanded,2019,Umari,Urban,1,3416,0,211,154,2244
Nanded,2019,Umari,Total,2,17669,0,481,435,10634
Nanded,2019,Dharmabad,Rural,1,10506,1,76,159,6014
Nanded,2019,Dharmabad,Urban,1,5623,1,346,278,3718
Nanded,2019,Dharmabad,Total,2,16129,2,422,437,9732
Nanded,2019,Biloli,Rural,5,23412,3,893,288,14061
Nanded,2019,Biloli,Urban,1,5113,0,256,160,3228
Nanded,2019,Biloli,Total,6,28525,3,1149,448,17289
Nanded,2019,Naygaon,Rural,3,25810,0,189,541,14926
Nanded,2019,Naygaon,Urban,1,5410,0,126,356,3458
Nanded,2019,Naygaon,Total,4,31220,0,315,897,18384
Nanded,2019,Loha,Rural,5,36293,0,828,797,21586
Nanded,2019,Loha,Urban,1,4192,0,306,281,2893
Nanded,2019,Loha,Total,6,40485,0,1134,1078,24479
Nanded,2019,Kandhar,Rural,5,37338,0,357,359,21252
Nanded,2019,Kandhar,Urban,1,4140,0,405,333,3015
Nanded,2019,Kandhar,Total,6,41478,0,762,692,24267
Nanded,2019,Mukhed,Rural,7,44372,1,663,936,26005
Nanded,2019,Mukhed,Urban,1,6580,0,493,680,4792
Nanded,2019,Mukhed,Total,8,50952,1,1156,1616,30797
Nanded,2019,Deglur,Rural,3,28894,0,950,622,17464
Nanded,2019,Deglur,Urban,1,9080,1,371,521,5887
Nanded,2019,Deglur,Total,4,37974,1,1321,1143,23351
Nanded,2020,Mahur,Rural,5,15740,0,174,201,3748
Nanded,2020,Mahur,Urban,1,2939,0,181,175,557
Nanded,2020,Mahur,Total,6,18679,0,355,376,4305
Nanded,2020,Kinvat,Rural,9,35834,2,998,399,8259
Nanded,2020,Kinvat,Urban,2,6909,0,213,273,1485
Nanded,2020,Kinvat,Total,11,42743,2,1211,672,9744
Nanded,2020,Himalay Nagar,Rural,2,17728,0,0,253,4306
Nanded,2020,Himalay Nagar,Urban,1,3493,0,237,191,660
Nanded,2020,Himalay Nagar,Total,3,21221,0,237,444,4966
Nanded,2020,Hadgaon,Rural,6,38542,0,661,467,9072
Nanded,2020,Hadgaon,Urban,1,5782,0,357,283,1126
Nanded,2020,Hadgaon,Total,7,44324,0,1018,750,10198
Nanded,2020,Andhrapur,Rural,2,14327,0,156,476,3266
Nanded,2020,Andhrapur,Urban,0,3783,0,0,0,946
Nanded,2020,Andhrapur,Total,2,18110,0,156,476,4212
Nanded,2020,Nanded,Rural,6,23672,1,549,498,5399
Nanded,2020,Nanded,Urban,5,101602,1,1761,565,24237
Nanded,2020,Nanded,Total,11,125274,2,2310,1063,29636
Nanded,2020,Mudkhed,Rural,2,15901,0,118,248,3793
Nanded,2020,Mudkhed,Urban,2,4807,0,248,196,980
Nanded,2020,Mudkhed,Total,4,20708,0,366,444,4773
Nanded,2020,Bhokar,Rural,3,18184,0,253,200,4320
Nanded,2020,Bhokar,Urban,1,5675,0,357,319,1081
Nanded,2020,Bhokar,Total,4,23859,0,610,519,5401
Nanded,2020,Umari,Rural,1,13387,0,72,302,3160
Nanded,2020,Umari,Urban,1,4444,0,7,317,949
Nanded,2020,Umari,Total,2,17831,0,79,619,4109
Nanded,2020,Dharmabad,Rural,1,10874,0,60,173,2602
Nanded,2020,Dharmabad,Urban,1,5820,0,333,191,1193
Nanded,2020,Dharmabad,Total,2,16694,0,393,364,3795
Nanded,2020,Biloli,Rural,5,24232,2,1376,234,5252
Nanded,2020,Biloli,Urban,1,5120,0,268,138,1077
Nanded,2020,Biloli,Total,6,29352,2,1644,372,6329
Nanded,2020,Naygaon,Rural,3,25750,0,122,617,6068
Nanded,2020,Naygaon,Urban,1,4776,0,168,297,962
Nanded,2020,Naygaon,Total,4,30526,0,290,914,7030
Nanded,2020,Loha,Rural,5,36829,0,387,625,8702
Nanded,2020,Loha,Urban,1,4609,0,125,421,880
Nanded,2020,Loha,Total,6,41438,0,512,1046,9582
Nanded,2020,Kandhar,Rural,5,36964,0,49,355,9039
Nanded,2020,Kandhar,Urban,1,4750,0,289,277,905
Nanded,2020,Kandhar,Total,6,41714,0,338,632,9944
Nanded,2020,Mukhed,Rural,7,41198,0,607,283,9855
Nanded,2020,Mukhed,Urban,1,6782,0,133,687,1286
Nanded,2020,Mukhed,Total,8,47980,0,740,970,11141
Nanded,2020,Deglur,Rural,3,29906,0,371,462,7060
Nanded,2020,Deglur,Urban,1,9400,0,0,63,2319
Nanded,2020,Deglur,Total,4,39306,0,371,525,9379
Nanded,2021,Mahur,Rural,5,14976,0,70,46,7214
Nanded,2021,Mahur,Urban,1,3668,0,93,140,1779
Nanded,2021,Mahur,Total,6,18644,0,163,186,8993
Nanded,2021,Kinvat,Rural,9,31160,0,863,235,14678
Nanded,2021,Kinvat,Urban,2,8168,0,474,354,3731
Nanded,2021,Kinvat,Total,11,39328,0,1337,589,18409
Nanded,2021,Himalay Nagar,Rural,2,16459,0,111,54,7856
Nanded,2021,Himalay Nagar,Urban,1,3846,0,267,186,1816
Nanded,2021,Himalay Nagar,Total,3,20305,0,378,240,9672
Nanded,2021,Hadgaon,Rural,6,34882,0,600,333,16531
Nanded,2021,Hadgaon,Urban,1,4114,0,395,300,1743
Nanded,2021,Hadgaon,Total,7,38996,0,995,633,18274
Nanded,2021,Andhrapur,Rural,2,13928,0,374,288,6492
Nanded,2021,Andhrapur,Urban,0,4314,0,0,0,2157
Nanded,2021,Andhrapur,Total,2,18242,0,374,288,8649
Nanded,2021,Nanded,Rural,6,20584,0,336,182,9710
Nanded,2021,Nanded,Urban,4,87294,0,183,555,40162
Nanded,2021,Nanded,Total,10,107878,0,519,737,49872
Nanded,2021,Mudkhed,Rural,2,13827,0,29,37,6709
Nanded,2021,Mudkhed,Urban,2,3528,0,298,116,1562
Nanded,2021,Mudkhed,Total,4,17355,0,327,153,8271
Nanded,2021,Bhokar,Rural,3,15812,0,120,31,7573
Nanded,2021,Bhokar,Urban,1,4934,1,579,271,2180
Nanded,2021,Bhokar,Total,4,20746,1,699,302,9753
Nanded,2021,Umari,Rural,1,12828,0,104,14,6153
Nanded,2021,Umari,Urban,1,3075,0,0,166,1355
Nanded,2021,Umari,Total,2,15903,0,104,180,7508
Nanded,2021,Dharmabad,Rural,1,9455,0,65,21,4553
Nanded,2021,Dharmabad,Urban,1,5061,1,309,65,2229
Nanded,2021,Dharmabad,Total,2,14516,1,374,86,6782
Nanded,2021,Biloli,Rural,5,21071,0,423,151,9961
Nanded,2021,Biloli,Urban,1,4602,0,254,98,2055
Nanded,2021,Biloli,Total,6,25673,0,677,249,12016
Nanded,2021,Naygaon,Rural,3,23229,0,87,74,11198
Nanded,2021,Naygaon,Urban,1,4869,0,206,279,2202
Nanded,2021,Naygaon,Total,4,28098,0,293,353,13400
Nanded,2021,Loha,Rural,5,32664,0,256,211,15492
