Year,District,Birth Place,Population,Male,Female,Rural Population,Rural Male,Rural Female,Urban Population,Urban Male,Urban Female,Unnamed: 12
2001,Mumbai Suburban,Arunachal Pradesh,149,79,70,0,0,0,149,79,70,
2001,Mumbai Suburban,Nagaland,95,60,35,0,0,0,95,60,35,
2001,Mumbai Suburban,Manipur,389,232,157,0,0,0,389,232,157,
2001,Mumbai Suburban,Mizoram,27,17,10,0,0,0,27,17,10,
2001,Mumbai Suburban,Tripura,276,173,103,0,0,0,276,173,103,
2001,Mumbai Suburban,Meghalaya,326,153,173,0,0,0,326,153,173,
2001,Mumbai Suburban,Assam,3307,1944,1363,0,0,0,3307,1944,1363,
2001,Mumbai Suburban,West Bengal,66568,43728,22840,0,0,0,66568,43728,22840,
2001,Mumbai Suburban,Jharkhand,13948,9875,4073,0,0,0,13948,9875,4073,
2001,Mumbai Suburban,Odisha,29944,21080,8864,0,0,0,29944,21080,8864,
2001,Mumbai Suburban,Chhattisgarh,4283,2358,1925,0,0,0,4283,2358,1925,
2001,Mumbai Suburban,Madhya Pradesh,36028,19116,16912,0,0,0,36028,19116,16912,
2001,Mumbai Suburban,Gujarat,398026,198708,199318,0,0,0,398026,198708,199318,
2001,Mumbai Suburban,Daman & Diu,749,348,401,0,0,0,749,348,401,
2001,Mumbai Suburban,Dadra & Nagar Haveli,245,115,130,0,0,0,245,115,130,
2001,Mumbai Suburban,Maharashtra,0,0,0,0,0,0,0,0,0,
2001,Mumbai Suburban,Andhra Pradesh,87459,47923,39536,0,0,0,87459,47923,39536,
2001,Mumbai Suburban,Karnataka,239904,127764,112140,0,0,0,239904,127764,112140,
2001,Mumbai Suburban,Goa,22889,10000,12889,0,0,0,22889,10000,12889,
2001,Mumbai Suburban,Lakshadweep,16,9,7,0,0,0,16,9,7,
2001,Mumbai Suburban,Kerala,97266,55353,41913,0,0,0,97266,55353,41913,
2001,Mumbai Suburban,Tamil Nadu,113126,61905,51221,0,0,0,113126,61905,51221,
2001,Mumbai Suburban,Puducherry,700,374,326,0,0,0,700,374,326,
2001,Mumbai Suburban,Andaman & Nicobar Islands,95,47,48,0,0,0,95,47,48,
2001,Mumbai City,Jammu & Kashmir,1485,1029,456,0,0,0,1485,1029,456,
2001,Mumbai City,Himachal Pradesh,1880,1025,855,0,0,0,1880,1025,855,
2001,Mumbai City,Punjab,5106,2590,2516,0,0,0,5106,2590,2516,
2001,Mumbai City,Chandigarh,249,122,127,0,0,0,249,122,127,
2001,Mumbai City,Uttarakhand,3490,2189,1301,0,0,0,3490,2189,1301,
2001,Mumbai City,Haryana,4460,2230,2230,0,0,0,4460,2230,2230,
2001,Mumbai City,NCT of Delhi,6178,3084,3094,0,0,0,6178,3084,3094,
2001,Mumbai City,Rajasthan,56030,35580,20450,0,0,0,56030,35580,20450,
2001,Mumbai City,Uttar Pradesh,288730,208041,80689,0,0,0,288730,208041,80689,
2001,Mumbai City,Bihar,42858,34476,8382,0,0,0,42858,34476,8382,
2001,Mumbai City,Sikkim,165,91,74,0,0,0,165,91,74,
2001,Mumbai City,Arunachal Pradesh,29,16,13,0,0,0,29,16,13,
2001,Mumbai City,Nagaland,46,26,20,0,0,0,46,26,20,
2001,Mumbai City,Manipur,266,155,111,0,0,0,266,155,111,
2001,Mumbai City,Mizoram,41,23,18,0,0,0,41,23,18,
2001,Mumbai City,Tripura,69,41,28,0,0,0,69,41,28,
2001,Mumbai City,Meghalaya,74,34,40,0,0,0,74,34,40,
2001,Mumbai City,Assam,1625,1034,591,0,0,0,1625,1034,591,
2001,Mumbai City,West Bengal,37583,28702,8881,0,0,0,37583,28702,8881,
2001,Mumbai City,Jharkhand,9145,7409,1736,0,0,0,9145,7409,1736,
2001,Mumbai City,Odisha,10170,6951,3219,0,0,0,10170,6951,3219,
2001,Mumbai City,Chhattisgarh,1766,946,820,0,0,0,1766,946,820,
2001,Mumbai City,Madhya Pradesh,17055,9837,7218,0,0,0,17055,9837,7218,
2001,Mumbai City,Gujarat,98245,48523,49722,0,0,0,98245,48523,49722,
2001,Mumbai City,Daman & Diu,231,95,136,0,0,0,231,95,136,
2001,Mumbai City,Dadra & Nagar Haveli,43,22,21,0,0,0,43,22,21,
2001,Mumbai City,Maharashtra,0,0,0,0,0,0,0,0,0,
2001,Mumbai City,Andhra Pradesh,37610,20142,17468,0,0,0,37610,20142,17468,
2001,Mumbai City,Karnataka,62444,33621,28823,0,0,0,62444,33621,28823,
2001,Mumbai City,Goa,8920,4070,4850,0,0,0,8920,4070,4850,
2001,Mumbai City,Lakshadweep,19,16,3,0,0,0,19,16,3,
2001,Mumbai City,Kerala,17302,10359,6943,0,0,0,17302,10359,6943,
2001,Mumbai City,Tamil Nadu,48589,28122,20467,0,0,0,48589,28122,20467,
2001,Mumbai City,Puducherry,316,173,143,0,0,0,316,173,143,
2001,Mumbai City,Andaman & Nicobar Islands,107,56,51,0,0,0,107,56,51,
2001,Raigad,Jammu & Kashmir,326,220,106,145,118,27,181,102,79,
2001,Raigad,Himachal Pradesh,486,286,200,145,96,49,341,190,151,
2001,Raigad,Punjab,2570,1523,1047,580,430,150,1990,1093,897,
2001,Raigad,Chandigarh,102,58,44,39,24,15,63,34,29,
2001,Raigad,Uttarakhand,1359,860,499,434,298,136,925,562,363,
2001,Raigad,Haryana,946,565,381,277,197,80,669,368,301,
2001,Raigad,NCT of Delhi,1022,551,471,342,195,147,680,356,324,
2001,Raigad,Rajasthan,10206,6170,4036,3310,2123,1187,6896,4047,2849,
2001,Raigad,Uttar Pradesh,34139,23602,10537,13821,10221,3600,20318,13381,6937,
2001,Raigad,Bihar,13995,10340,3655,6213,4895,1318,7782,5445,2337,
2001,Raigad,Sikkim,16,12,4,9,8,1,7,4,3,
2001,Raigad,Arunachal Pradesh,25,14,11,11,7,4,14,7,7,
2001,Raigad,Nagaland,13,8,5,8,4,4,5,4,1,
2001,Raigad,Manipur,47,38,9,18,15,3,29,23,6,
2001,Raigad,Mizoram,5,3,2,0,0,0,5,3,2,
2001,Raigad,Tripura,68,40,28,17,13,4,51,27,24,
2001,Raigad,Meghalaya,29,17,12,8,5,3,21,12,9,
2001,Raigad,Assam,831,576,255,323,278,45,508,298,210,
2001,Raigad,West Bengal,5556,3672,1884,1920,1366,554,3636,2306,1330,
2001,Raigad,Jharkhand,3004,2371,633,1839,1540,299,1165,831,334,
2001,Raigad,Odisha,3830,2833,997,2009,1595,414,1821,1238,583,
2001,Raigad,Chhattisgarh,1883,984,899,1046,535,511,837,449,388,
2001,Raigad,Madhya Pradesh,4395,2629,1766,1852,1206,646,2543,1423,1120,
2001,Raigad,Gujarat,9159,4503,4656,2950,1487,1463,6209,3016,3193,
2001,Raigad,Daman & Diu,7,4,3,3,1,2,4,3,1,
2001,Raigad,Dadra & Nagar Haveli,16,8,8,3,1,2,13,7,6,
2001,Raigad,Maharashtra,0,0,0,0,0,0,0,0,0,
2001,Raigad,Andhra Pradesh,8854,4784,4070,3777,2060,1717,5077,2724,2353,
2001,Raigad,Karnataka,28038,15024,13014,14465,7818,6647,13573,7206,6367,
2001,Raigad,Goa,457,241,216,166,91,75,291,150,141,
2001,Raigad,Lakshadweep,0,0,0,0,0,0,0,0,0,
2001,Raigad,Kerala,9937,6099,3838,3057,2072,985,6880,4027,2853,
2001,Raigad,Tamil Nadu,4303,2502,1801,1720,1020,700,2583,1482,1101,
2001,Raigad,Puducherry,48,28,20,23,12,11,25,16,9,
2001,Raigad,Andaman & Nicobar Islands,18,7,11,6,2,4,12,5,7,
2001,Pune,Jammu & Kashmir,2910,1597,1313,144,104,40,2766,1493,1273,
2001,Pune,Himachal Pradesh,1746,1001,745,108,79,29,1638,922,716,
2001,Pune,Punjab,8524,4528,3996,480,327,153,8044,4201,3843,
2001,Pune,Chandigarh,993,541,452,21,15,6,972,526,446,
2001,Pune,Uttarakhand,5362,3311,2051,272,194,78,5090,3117,1973,
2001,Pune,Haryana,6890,3871,3019,398,270,128,6492,3601,2891,
2001,Pune,NCT of Delhi,8775,4504,4271,446,273,173,8329,4231,4098,
2001,Pune,Rajasthan,48262,29897,18365,3429,2456,973,44833,27441,17392,
2001,Pune,Uttar Pradesh,84418,56168,28250,7790,5898,1892,76628,50270,26358,
2001,Pune,Bihar,27543,19728,7815,4007,3242,765,23536,16486,7050,
2001,Pune,Sikkim,81,48,33,4,2,2,77,46,31,
2001,Pune,Arunachal Pradesh,114,71,43,7,4,3,107,67,40,
2001,Pune,Nagaland,187,122,65,5,5,0,182,117,65,
2001,Pune,Manipur,714,475,239,15,13,2,699,462,237,
2001,Pune,Mizoram,265,164,101,1,1,0,264,163,101,
2001,Pune,Tripura,160,88,72,6,4,2,154,84,70,
2001,Pune,Meghalaya,389,203,186,6,1,5,383,202,181,
2001,Pune,Assam,2651,1704,947,157,125,32,2494,1579,915,
2001,Pune,West Bengal,17949,11832,6117,2001,1630,371,15948,10202,5746,
2001,Pune,Jharkhand,5613,3830,1783,984,817,167,4629,3013,1616,
2001,Pune,Odisha,8656,5817,2839,1791,1305,486,6865,4512,2353,
2001,Pune,Chhattisgarh,8554,4778,3776,1775,1044,731,6779,3734,3045,
2001,Pune,Madhya Pradesh,24558,13340,11218,3113,2052,1061,21445,11288,10157,
2001,Pune,Gujarat,31867,15839,16028,2580,1400,1180,29287,14439,14848,
2001,Pune,Daman & Diu,37,20,17,3,1,2,34,19,15,
2001,Pune,Dadra & Nagar Haveli,113,53,60,8,4,4,105,49,56,
2001,Pune,Maharashtra,0,0,0,0,0,0,0,0,0,
2001,Pune,Andhra Pradesh,50129,25791,24338,4501,2648,1853,45628,23143,22485,
2001,Pune,Karnataka,166016,85883,80133,20600,10983,9617,145416,74900,70516,
2001,Pune,Goa,4202,1925,2277,149,88,61,4053,1837,2216,
2001,Pune,Lakshadweep,5,3,2,0,0,0,5,3,2,
2001,Pune,Kerala,34820,19113,15707,1606,1182,424,33214,17931,15283,
2001,Pune,Tamil Nadu,19212,10434,8778,1054,701,353,18158,9733,8425,
2001,Pune,Puducherry,206,118,88,1,1,0,205,117,88,
2001,Pune,Andaman & Nicobar Islands,111,58,53,3,2,1,108,56,52,
2001,Ahilyanagar,Jammu & Kashmir,383,204,179,93,51,42,290,153,137,
2001,Ahilyanagar,Himachal Pradesh,287,138,149,51,34,17,236,104,132,
2001,Ahilyanagar,Punjab,1133,562,571,230,140,90,903,422,481,
2001,Ahilyanagar,Chandigarh,55,32,23,20,12,8,35,20,15,
2001,Ahilyanagar,Uttarakhand,473,251,222,95,56,39,378,195,183,
2001,Ahilyanagar,Haryana,726,361,365,102,61,41,624,300,324,
2001,Ahilyanagar,NCT of Delhi,590,285,305,123,55,68,467,230,237,
2001,Ahilyanagar,Rajasthan,4333,2908,1425,1231,901,330,3102,2007,1095,
2001,Ahilyanagar,Uttar Pradesh,7559,4905,2654,1882,1344,538,5677,3561,2116,
2001,Ahilyanagar,Bihar,2593,1848,745,713,553,160,1880,1295,585,
2001,Ahilyanagar,Sikkim,2,2,0,0,0,0,2,2,0,
2001,Ahilyanagar,Arunachal Pradesh,16,8,8,2,0,2,14,8,6,
2001,Ahilyanagar,Nagaland,39,29,10,4,0,4,35,29,6,
2001,Ahilyanagar,Manipur,59,43,16,6,6,0,53,37,16,
2001,Ahilyanagar,Mizoram,106,71,35,0,0,0,106,71,35,
2001,Ahilyanagar,Tripura,10,3,7,3,0,3,7,3,4,
2001,Ahilyanagar,Meghalaya,17,13,4,3,1,2,14,12,2,
2001,Ahilyanagar,Assam,346,247,99,46,33,13,300,214,86,
2001,Ahilyanagar,West Bengal,1379,944,435,455,349,106,924,595,329,
2001,Ahilyanagar,Jharkhand,380,248,132,141,111,30,239,137,102,
2001,Ahilyanagar,Odisha,585,409,176,239,187,52,346,222,124,
2001,Ahilyanagar,Chhattisgarh,517,260,257,241,139,102,276,121,155,
2001,Ahilyanagar,Madhya Pradesh,4135,1921,2214,1568,805,763,2567,1116,1451,
2001,Ahilyanagar,Gujarat,5292,2406,2886,2715,1169,1546,2577,1237,1340,
2001,Ahilyanagar,Daman & Diu,5,4,1,4,3,1,1,1,0,
2001,Ahilyanagar,Dadra & Nagar Haveli,7,4,3,2,0,2,5,4,1,
2001,Ahilyanagar,Maharashtra,0,0,0,0,0,0,0,0,0,
2001,Ahilyanagar,Andhra Pradesh,3816,1879,1937,1351,751,600,2465,1128,1337,
2001,Ahilyanagar,Karnataka,5309,2737,2572,2271,1227,1044,3038,1510,1528,
2001,Ahilyanagar,Goa,115,50,65,26,12,14,89,38,51,
2001,Ahilyanagar,Lakshadweep,0,0,0,0,0,0,0,0,0,
2001,Ahilyanagar,Kerala,1824,990,834,531,312,219,1293,678,615,
2001,Ahilyanagar,Tamil Nadu,1094,638,456,394,255,139,700,383,317,
2001,Ahilyanagar,Puducherry,3,3,0,1,1,0,2,2,0,
2001,Ahilyanagar,Andaman & Nicobar Islands,10,3,7,6,3,3,4,0,4,
2001,Beed,Jammu & Kashmir,15,7,8,6,4,2,9,3,6,
2001,Beed,Himachal Pradesh,13,11,2,2,1,1,11,10,1,
2001,Beed,Punjab,26,9,17,8,2,6,18,7,11,
2001,Beed,Chandigarh,2,2,0,0,0,0,2,2,0,
2001,Beed,Uttarakhand,16,7,9,10,4,6,6,3,3,
2001,Beed,Haryana,55,31,24,13,5,8,42,26,16,
2001,Beed,NCT of Delhi,67,38,29,16,8,8,51,30,21,
2001,Beed,Rajasthan,1485,782,703,879,441,438,606,341,265,
2001,Beed,Uttar Pradesh,590,461,129,162,122,40,428,339,89,
2001,Beed,Bihar,159,120,39,85,65,20,74,55,19,
2001,Beed,Sikkim,1,1,0,0,0,0,1,1,0,
2001,Beed,Arunachal Pradesh,0,0,0,0,0,0,0,0,0,
2001,Beed,Nagaland,3,3,0,0,0,0,3,3,0,
2001,Beed,Manipur,0,0,0,0,0,0,0,0,0,
2001,Beed,Mizoram,0,0,0,0,0,0,0,0,0,
2001,Beed,Tripura,9,9,0,0,0,0,9,9,0,
2001,Beed,Meghalaya,4,2,2,2,1,1,2,1,1,
2001,Beed,Assam,16,9,7,4,0,4,12,9,3,
2001,Beed,West Bengal,239,186,53,156,128,28,83,58,25,
2001,Beed,Jharkhand,35,26,9,17,15,2,18,11,7,
2001,Beed,Odisha,59,36,23,31,21,10,28,15,13,
2001,Beed,Chhattisgarh,54,25,29,24,16,8,30,9,21,
2001,Beed,Madhya Pradesh,495,209,286,249,107,142,246,102,144,
2001,Beed,Gujarat,799,359,440,455,164,291,344,195,149,
2001,Beed,Daman & Diu,0,0,0,0,0,0,0,0,0,
2001,Beed,Dadra & Nagar Haveli,1,1,0,1,1,0,0,0,0,
2001,Beed,Maharashtra,0,0,0,0,0,0,0,0,0,
2001,Beed,Andhra Pradesh,2051,848,1203,623,278,345,1428,570,858,
2001,Beed,Karnataka,1738,675,1063,626,233,393,1112,442,670,
2001,Beed,Goa,21,11,10,6,5,1,15,6,9,
2001,Beed,Lakshadweep,0,0,0,0,0,0,0,0,0,
2001,Beed,Kerala,216,131,85,43,27,16,173,104,69,
2001,Beed,Tamil Nadu,157,104,53,41,27,14,116,77,39,
2001,Beed,Puducherry,1,1,0,0,0,0,1,1,0,
2001,Beed,Andaman & Nicobar Islands,1,1,0,0,0,0,1,1,0,
2001,Latur,Jammu & Kashmir,39,29,10,13,9,4,26,20,6,
2001,Latur,Himachal Pradesh,29,20,9,14,8,6,15,12,3,
2001,Latur,Punjab,40,29,11,19,17,2,21,12,9,
2001,Latur,Chandigarh,6,5,1,2,1,1,4,4,0,
2001,Latur,Uttarakhand,16,14,2,5,4,1,11,10,1,
2001,Latur,Haryana,71,36,35,26,14,12,45,22,23,
2001,Latur,NCT of Delhi,80,53,27,33,19,14,47,34,13,
2001,Latur,Rajasthan,1014,677,337,311,226,85,703,451,252,
2001,Latur,Uttar Pradesh,957,736,221,384,330,54,573,406,167,
2001,Latur,Bihar,320,263,57,178,163,15,142,100,42,
2001,Latur,Sikkim,0,0,0,0,0,0,0,0,0,
2001,Latur,Arunachal Pradesh,2,1,1,1,1,0,1,0,1,
2001,Latur,Nagaland,2,2,0,2,2,0,0,0,0,
2001,Latur,Manipur,6,6,0,1,1,0,5,5,0,
2001,Latur,Mizoram,0,0,0,0,0,0,0,0,0,
2001,Latur,Tripura,0,0,0,0,0,0,0,0,0,
2001,Latur,Meghalaya,1,0,1,0,0,0,1,0,1,
2001,Latur,Assam,38,25,13,19,16,3,19,9,10,
2001,Latur,West Bengal,467,293,174,243,126,117,224,167,57,
2001,Latur,Jharkhand,59,49,10,36,29,7,23,20,3,
2001,Latur,Odisha,114,90,24,51,39,12,63,51,12,
2001,Latur,Chhattisgarh,72,36,36,51,30,21,21,6,15,
2001,Latur,Madhya Pradesh,475,247,228,253,138,115,222,109,113,
2001,Latur,Gujarat,668,341,327,151,77,74,517,264,253,
2001,Latur,Daman & Diu,0,0,0,0,0,0,0,0,0,
2001,Latur,Dadra & Nagar Haveli,0,0,0,0,0,0,0,0,0,
2001,Latur,Maharashtra,0,0,0,0,0,0,0,0,0,
2001,Latur,Andhra Pradesh,4154,1369,2785,1726,521,1205,2428,848,1580,
2001,Latur,Karnataka,35857,7239,28618,24617,3076,21541,11240,4163,7077,
2001,Latur,Goa,29,9,20,9,4,5,20,5,15,
2001,Latur,Lakshadweep,0,0,0,0,0,0,0,0,0,
2001,Latur,Kerala,208,130,78,75,47,28,133,83,50,
2001,Latur,Tamil Nadu,291,181,110,74,45,29,217,136,81,
2001,Latur,Puducherry,2,2,0,1,1,0,1,1,0,
2001,Latur,Andaman & Nicobar Islands,2,1,1,2,1,1,0,0,0,
2001,Dharashiv,Jammu & Kashmir,27,17,10,12,10,2,15,7,8,
2001,Dharashiv,Himachal Pradesh,38,17,21,30,11,19,8,6,2,
2001,Dharashiv,Punjab,51,30,21,23,13,10,28,17,11,
2001,Dharashiv,Chandigarh,3,3,0,1,1,0,2,2,0,
2001,Dharashiv,Uttarakhand,11,8,3,5,5,0,6,3,3,
2001,Dharashiv,Haryana,46,27,19,15,7,8,31,20,11,
2001,Dharashiv,NCT of Delhi,28,18,10,13,9,4,15,9,6,
2001,Dharashiv,Rajasthan,558,393,165,258,186,72,300,207,93,
2001,Dharashiv,Uttar Pradesh,407,295,112,124,86,38,283,209,74,
2001,Dharashiv,Bihar,170,136,34,108,90,18,62,46,16,
2001,Dharashiv,Sikkim,2,1,1,2,1,1,0,0,0,
2001,Dharashiv,Arunachal Pradesh,0,0,0,0,0,0,0,0,0,
2001,Dharashiv,Nagaland,0,0,0,0,0,0,0,0,0,
2001,Dharashiv,Manipur,0,0,0,0,0,0,0,0,0,
2001,Dharashiv,Mizoram,2,0,2,1,0,1,1,0,1,
2001,Dharashiv,Tripura,0,0,0,0,0,0,0,0,0,
2001,Dharashiv,Meghalaya,0,0,0,0,0,0,0,0,0,
2001,Dharashiv,Assam,15,7,8,12,6,6,3,1,2,
2001,Dharashiv,West Bengal,161,113,48,95,71,24,66,42,24,
2001,Dharashiv,Jharkhand,45,37,8,40,34,6,5,3,2,
2001,Dharashiv,Odisha,16,7,9,12,5,7,4,2,2,
2001,Dharashiv,Chhattisgarh,99,49,50,79,43,36,20,6,14,
2001,Dharashiv,Madhya Pradesh,281,149,132,183,109,74,98,40,58,
2001,Dharashiv,Gujarat,465,204,261,184,67,117,281,137,144,
2001,Dharashiv,Daman & Diu,0,0,0,0,0,0,0,0,0,
2001,Dharashiv,Dadra & Nagar Haveli,0,0,0,0,0,0,0,0,0,
2001,Dharashiv,Maharashtra,0,0,0,0,0,0,0,0,0,
2001,Dharashiv,Andhra Pradesh,1496,637,859,861,411,450,635,226,409,
2001,Dharashiv,Karnataka,16154,3048,13106,11667,1737,9930,4487,1311,3176,
2001,Dharashiv,Goa,25,15,10,16,10,6,9,5,4,
2001,Dharashiv,Lakshadweep,0,0,0,0,0,0,0,0,0,
2001,Dharashiv,Kerala,77,47,30,25,17,8,52,30,22,
2001,Dharashiv,Tamil Nadu,122,69,53,55,26,29,67,43,24,
2001,Dharashiv,Puducherry,0,0,0,0,0,0,0,0,0,
2001,Dharashiv,Andaman & Nicobar Islands,7,4,3,1,1,0,6,3,3,
2001,Solapur,Jammu & Kashmir,33,21,12,8,5,3,25,16,9,
2001,Solapur,Himachal Pradesh,19,10,9,10,6,4,9,4,5,
2001,Solapur,Punjab,77,51,26,20,15,5,57,36,21,
2001,Solapur,Chandigarh,5,2,3,1,0,1,4,2,2,
2001,Solapur,Uttarakhand,62,31,31,26,14,12,36,17,19,
2001,Solapur,Haryana,89,46,43,24,18,6,65,28,37,
2001,Solapur,NCT of Delhi,123,68,55,32,17,15,91,51,40,
2001,Solapur,Rajasthan,1743,1005,738,461,295,166,1282,710,572,
2001,Solapur,Uttar Pradesh,1450,923,527,542,350,192,908,573,335,
2001,Solapur,Bihar,464,366,98,225,198,27,239,168,71,
2001,Solapur,Sikkim,4,3,1,4,3,1,0,0,0,
2001,Solapur,Arunachal Pradesh,7,2,5,3,0,3,4,2,2,
2001,Solapur,Nagaland,4,4,0,0,0,0,4,4,0,
2001,Solapur,Manipur,4,1,3,1,1,0,3,0,3,
2001,Solapur,Mizoram,1,1,0,1,1,0,0,0,0,
2001,Solapur,Tripura,4,1,3,0,0,0,4,1,3,
2001,Solapur,Meghalaya,0,0,0,0,0,0,0,0,0,
2001,Solapur,Assam,71,49,22,15,11,4,56,38,18,
2001,Solapur,West Bengal,405,293,112,169,142,27,236,151,85,
2001,Solapur,Jharkhand,59,45,14,25,22,3,34,23,11,
2001,Solapur,Odisha,265,158,107,204,127,77,61,31,30,
2001,Solapur,Chhattisgarh,421,174,247,25,15,10,396,159,237,
2001,Solapur,Madhya Pradesh,787,391,396,356,192,164,431,199,232,
2001,Solapur,Gujarat,2035,876,1159,706,308,398,1329,568,761,
2001,Solapur,Daman & Diu,1,0,1,1,0,1,0,0,0,
2001,Solapur,Dadra & Nagar Haveli,0,0,0,0,0,0,0,0,0,
2001,Solapur,Maharashtra,0,0,0,0,0,0,0,0,0,
2001,Solapur,Andhra Pradesh,9044,3901,5143,729,373,356,8315,3528,4787,
2001,Solapur,Karnataka,58779,19386,39393,26209,7295,18914,32570,12091,20479,
2001,Solapur,Goa,150,50,100,77,27,50,73,23,50,
2001,Solapur,Lakshadweep,0,0,0,0,0,0,0,0,0,
2001,Solapur,Kerala,395,211,184,115,74,41,280,137,143,
2001,Solapur,Tamil Nadu,679,387,292,147,80,67,532,307,225,
2001,Solapur,Puducherry,7,3,4,5,2,3,2,1,1,
2001,Solapur,Andaman & Nicobar Islands,5,1,4,1,0,1,4,1,3,
2001,Satara,Jammu & Kashmir,102,52,50,60,36,24,42,16,26,
2001,Satara,Himachal Pradesh,58,41,17,35,27,8,23,14,9,
2001,Satara,Punjab,204,129,75,137,90,47,67,39,28,
2001,Satara,Chandigarh,28,16,12,20,12,8,8,4,4,
2001,Satara,Uttarakhand,130,101,29,61,51,10,69,50,19,
2001,Satara,Haryana,84,47,37,56,30,26,28,17,11,
2001,Satara,NCT of Delhi,201,120,81,91,54,37,110,66,44,
2001,Satara,Rajasthan,2210,1425,785,1037,694,343,1173,731,442,
2001,Satara,Uttar Pradesh,2847,2146,701,1474,1139,335,1373,1007,366,
2001,Satara,Bihar,1002,784,218,669,548,121,333,236,97,
2001,Satara,Sikkim,5,0,5,0,0,0,5,0,5,
2001,Satara,Arunachal Pradesh,2,1,1,1,0,1,1,1,0,
2001,Satara,Nagaland,1,1,0,0,0,0,1,1,0,
2001,Satara,Manipur,23,13,10,0,0,0,23,13,10,
2001,Satara,Mizoram,2,0,2,0,0,0,2,0,2,
2001,Satara,Tripura,0,0,0,0,0,0,0,0,0,
2001,Satara,Meghalaya,15,12,3,7,6,1,8,6,2,
2001,Satara,Assam,86,61,25,50,40,10,36,21,15,
2001,Satara,West Bengal,800,653,147,500,432,68,300,221,79,
2001,Satara,Jharkhand,551,490,61,421,387,34,130,103,27,
2001,Satara,Odisha,1787,1202,585,1673,1135,538,114,67,47,
2001,Satara,Chhattisgarh,562,348,214,480,302,178,82,46,36,
2001,Satara,Madhya Pradesh,2158,1398,760,1688,1163,525,470,235,235,
2001,Satara,Gujarat,3583,2030,1553,1716,950,766,1867,1080,787,
2001,Satara,Daman & Diu,32,23,9,1,1,0,31,22,9,
2001,Satara,Dadra & Nagar Haveli,5,5,0,1,1,0,4,4,0,
2001,Satara,Maharashtra,0,0,0,0,0,0,0,0,0,
2001,Satara,Andhra Pradesh,3563,2314,1249,3232,2133,1099,331,181,150,
2001,Satara,Karnataka,40851,20874,19977,30317,15805,14512,10534,5069,5465,
2001,Satara,Goa,200,93,107,78,45,33,122,48,74,
2001,Satara,Lakshadweep,0,0,0,0,0,0,0,0,0,
2001,Satara,Kerala,1112,798,314,619,464,155,493,334,159,
2001,Satara,Tamil Nadu,471,284,187,293,181,112,178,103,75,
2001,Satara,Puducherry,3,3,0,3,3,0,0,0,0,
2001,Satara,Andaman & Nicobar Islands,7,2,5,5,2,3,2,0,2,
2001,Ratnagiri,Jammu & Kashmir,80,58,22,65,49,16,15,9,6,
2001,Ratnagiri,Himachal Pradesh,67,55,12,61,53,8,6,2,4,
2001,Ratnagiri,Punjab,492,436,56,465,419,46,27,17,10,
2001,Ratnagiri,Chandigarh,17,11,6,14,9,5,3,2,1,
2001,Ratnagiri,Uttarakhand,141,124,17,108,96,12,33,28,5,
2001,Ratnagiri,Haryana,171,104,67,75,57,18,96,47,49,
2001,Ratnagiri,NCT of Delhi,141,94,47,96,70,26,45,24,21,
2001,Ratnagiri,Rajasthan,1650,1125,525,818,604,214,832,521,311,
2001,Ratnagiri,Uttar Pradesh,5803,4765,1038,4105,3429,676,1698,1336,362,
2001,Ratnagiri,Bihar,2620,2328,292,2246,2055,191,374,273,101,
2001,Ratnagiri,Sikkim,4,4,0,4,4,0,0,0,0,
2001,Ratnagiri,Arunachal Pradesh,5,4,1,1,1,0,4,3,1,
2001,Ratnagiri,Nagaland,4,4,0,1,1,0,3,3,0,
2001,Ratnagiri,Manipur,20,20,0,14,14,0,6,6,0,
2001,Ratnagiri,Mizoram,2,2,0,2,2,0,0,0,0,
2001,Ratnagiri,Tripura,1,1,0,1,1,0,0,0,0,
2001,Ratnagiri,Meghalaya,0,0,0,0,0,0,0,0,0,
2001,Ratnagiri,Assam,78,58,20,61,46,15,17,12,5,
2001,Ratnagiri,West Bengal,2177,1841,336,1862,1614,248,315,227,88,
2001,Ratnagiri,Jharkhand,870,733,137,784,672,112,86,61,25,
2001,Ratnagiri,Odisha,1167,1029,138,927,825,102,240,204,36,
2001,Ratnagiri,Chhattisgarh,196,140,56,167,125,42,29,15,14,
2001,Ratnagiri,Madhya Pradesh,898,602,296,668,482,186,230,120,110,
2001,Ratnagiri,Gujarat,3175,1632,1543,1971,1029,942,1204,603,601,
2001,Ratnagiri,Daman & Diu,14,12,2,1,0,1,13,12,1,
2001,Ratnagiri,Dadra & Nagar Haveli,1,1,0,1,1,0,0,0,0,
2001,Ratnagiri,Maharashtra,0,0,0,0,0,0,0,0,0,
2001,Ratnagiri,Andhra Pradesh,1627,932,695,1074,639,435,553,293,260,
2001,Ratnagiri,Karnataka,37630,20932,16698,27622,15011,12611,10008,5921,4087,
2001,Ratnagiri,Goa,669,334,335,406,216,190,263,118,145,
2001,Ratnagiri,Lakshadweep,0,0,0,0,0,0,0,0,0,
2001,Ratnagiri,Kerala,2099,1446,653,1216,940,276,883,506,377,
2001,Ratnagiri,Tamil Nadu,854,634,220,591,455,136,263,179,84,
2001,Ratnagiri,Puducherry,11,6,5,3,1,2,8,5,3,
2001,Ratnagiri,Andaman & Nicobar Islands,1,0,1,1,0,1,0,0,0,
2001,Sindhudurg,Jammu & Kashmir,21,9,12,17,8,9,4,1,3,
